unique_id,regulatory_status,report_type,ingredient_category,ingredient,adulterant,fraud_type,pub_year,detection_method,ref,inline_ref
34593,Food Ingredients,Scholarly,Oils,Corn oil*,Canola oil,Replacement,2010,IRMS  (13C/12C),"Primrose S, Woolfe M & Rollinson S. 2010. Food forensics: methods for determining the authenticity of foodstuffs. Trends in Food Science & Technology 21(12):582-590.",Primrose and others 2010
34600,Food Ingredients,Scholarly,Oils,Flax seed oil,Corn oil,Replacement,2010,"GC-IRMS on individual fatty acids, combustion-IRMS on oils, and GC-MS for fatty acids fingerprinting","Guo L-X, Xu X-M, Yuan J-P, Wu C-F & Wang J-H. 2010. Characterization and authentication of significant chinese edible oilseed oils by stable carbon isotope analysis. Journal of the American Oil Chemists' Society 87(8):839-848.",Guo and others 2010a
34602,Food Ingredients,Scholarly,Oils,Flax seed oil,Soybean oil,Replacement,2010,"GC-IRMS on individual fatty acids, combustion-IRMS on oils, and GC-MS for fatty acids fingerprinting","Guo L-X, Xu X-M, Yuan J-P, Wu C-F & Wang J-H. 2010. Characterization and authentication of significant chinese edible oilseed oils by stable carbon isotope analysis. Journal of the American Oil Chemists' Society 87(8):839-848.",Guo and others 2010a
34614,Food Ingredients,Scholarly,Oils,Olive oil,Canola oil,Replacement,2010,Dielectric spectroscopy with chemometrics,"Lizhi H, Toyoda K & Ihara I. 2010. Discrimination of olive oil adulterated with vegetable oils using dielectric spectroscopy. Journal of Food Engineering 96(2):167-171.",Lizhi and others 2010
34615,Food Ingredients,Scholarly,Oils,Olive oil,Chlorophylls (copper complexes of),Addition,2010,HPLC-PDA for adulterants,"Roca M, Gallardo-Guerrero L, Minguez-Mosquera MI & Gandul Rojas B. 2010. Control of olive oil adulteration with copper-chlorophyll derivatives. J Agric Food Chem 58(1):51-56.",Roca and others 2010
34619,Food Ingredients,Scholarly,Oils,Olive oil,Corn oil,Replacement,2010,GC for campesterol and stigmasterol,"Al-Ismail KM, Alsaed AK, Ahmad R & Al-Dabbas M. 2010. Detection of olive oil adulteration with some plant oils by GLC analysis of sterols using polar column. Food Chemistry 121(4):1255-1259.",Al-Ismail and others 2010
34621,Food Ingredients,Scholarly,Oils,Olive oil,Corn oil,Replacement,2010,Silver ion TLC for triacylglycerols,"Marekov I, Panayotova S & Tarandjiiskay R. 2010. Silver ion TLC of minor triacylglycerol components for unambiguous detection of adulterqation of olive oil with vegetable oils. Journal of Liquid Chromatography & Related Technologies 33:1013–1027.",Marekov and others 2010
34622,Food Ingredients,Scholarly,Oils,Olive oil,Corn oil,Replacement,2010,Dielectric spectroscopy with chemometrics,"Lizhi H, Toyoda K & Ihara I. 2010. Discrimination of olive oil adulterated with vegetable oils using dielectric spectroscopy. Journal of Food Engineering 96(2):167-171.",Lizhi and others 2010
34625,Food Ingredients,Scholarly,Oils,Olive oil,Cottonseed oil,Replacement,2010,Silver ion TLC for triacylglycerols,"Marekov I, Panayotova S & Tarandjiiskay R. 2010. Silver ion TLC of minor triacylglycerol components for unambiguous detection of adulterqation of olive oil with vegetable oils. Journal of Liquid Chromatography & Related Technologies 33:1013–1027.",Marekov and others 2010
34631,Food Ingredients,Scholarly,Oils,Olive oil,Hazelnut oil,Replacement,2010,SDS-PAGE for adulterant protein markers,"Arlorio M, Coisson JD, Bordiga M, Travaglia F, Garino C, Zuidmeer L, Van Ree R, Giuffrida MG, Conti A & Martelli A. 2010. Olive oil adulterated with hazelnut oils: simulation to identify possible risks to allergic consumers. Food Addit Contam Part A Chem",Arlorio and others 2010
34634,Food Ingredients,Scholarly,Oils,Olive oil,Hazelnut oil,Replacement,2010,"1H-NMR for fatty acids and acid value and 31P-NMR for minor compounds including phenolic compounds, diacylglycerols, sterols, and free fatty acids, all combined with chemometrics","Agiomyrgianaki A, Petrakis PV & Dais P. 2010. Detection of refined olive oil adulteration with refined hazelnut oil by employing NMR spectroscopy and multivariate statistical analysis. Talanta 80(5):2165-2171.",Agiomyrgianaki and others 2010
34667,Food Ingredients,Scholarly,Oils,Olive oil,Olive pomace oil,Replacement,2010,UV/Vis spectrometry with chemometrics,"Torrecilla JS, Rojo E, Dominguez JC & Rodriguez F. 2010. A novel method to quantify the adulteration of extra virgin olive oil with low-grade olive oils by UV-vis. J Agric Food Chem 58(3):1679-1684.",Torrecilla and others 2010
34674,Food Ingredients,Scholarly,Oils,Olive oil,Perilla oil,Replacement,2010,Dielectric spectroscopy with chemometrics,"Lizhi H, Toyoda K & Ihara I. 2010. Discrimination of olive oil adulterated with vegetable oils using dielectric spectroscopy. Journal of Food Engineering 96(2):167-171.",Lizhi and others 2010
34676,Food Ingredients,Scholarly,Oils,Olive oil,Sesame oil,Replacement,2010,Dielectric spectroscopy with chemometrics,"Lizhi H, Toyoda K & Ihara I. 2010. Discrimination of olive oil adulterated with vegetable oils using dielectric spectroscopy. Journal of Food Engineering 96(2):167-171.",Lizhi and others 2010
34677,Food Ingredients,Scholarly,Oils,Olive oil,Soy oil,Replacement,2010,Dielectric spectroscopy with chemometrics,"Lizhi H, Toyoda K & Ihara I. 2010. Discrimination of olive oil adulterated with vegetable oils using dielectric spectroscopy. Journal of Food Engineering 96(2):167-171.",Lizhi and others 2010
34683,Food Ingredients,Scholarly,Oils,Olive oil,Soybean oil,Replacement,2010,Silver ion TLC for triacylglycerols,"Marekov I, Panayotova S & Tarandjiiskay R. 2010. Silver ion TLC of minor triacylglycerol components for unambiguous detection of adulterqation of olive oil with vegetable oils. Journal of Liquid Chromatography & Related Technologies 33:1013–1027.",Marekov and others 2010
34684,Food Ingredients,Scholarly,Oils,Olive oil,Soybean oil,Replacement,2010,HPLC-APCI-MS-MS for triacylglycerols fingerprinting combined with chemometrics,Fasciotti M & Pereira Netto AD. 2010. Optimization and application of methods of triacylglycerol evaluation for characterization of olive oil adulteration by soybean oil with HPLC-APCI-MS-MS. Talanta 81(3):1116-1125.,Fasciotti and Pereira Netto 2010
34691,Food Ingredients,Scholarly,Oils,Olive oil,Sunflower oil,Replacement,2010,Microwave dielectric spectroscopy using Coleâ€“Cole dielectric parameters,"Cataldo A, Piuzzi E, Cannazza G, De Benedetto E & Tarricone L. 2010. Quality and anti-adulteration control of vegetable oils through microwave dielectric spectroscopy. Measurement 43(8):1031-1039.",Cataldo and others 2010
34695,Food Ingredients,Scholarly,Oils,Olive oil,Sunflower oil,Replacement,2010,Silver ion TLC for triacylglycerols,"Marekov I, Panayotova S & Tarandjiiskay R. 2010. Silver ion TLC of minor triacylglycerol components for unambiguous detection of adulterqation of olive oil with vegetable oils. Journal of Liquid Chromatography & Related Technologies 33:1013–1027.",Marekov and others 2010
34701,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Canola oil,Replacement,2010,FTIR with chemometrics,"Maggio RM, Cerretani L, Chiavaro E, Kaufman TS & Bendini A. 2010. A novel chemometric strategy for the estimation of extra virgin olive oil adulteration with edible oils. Food Control 21(6):890-895.",Maggio and others 2010
34704,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Corn oil,Replacement,2010,FTIR with chemometrics,"Lerma-García MJ, Ramis-Ramos G, Herrero-Martínez JM & Simó-Alfonso EF. 2010. Authentication of extra virgin olive oils by Fourier-transform infrared spectroscopy. Food Chemistry 118(1):78-83.",Lerma-García and others 2010
34709,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Grapeseed oil,Replacement,2010,Review: HPLC for tocotrienols,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34710,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Hazelnut oil,Replacement,2010,NMR with chemometrics,Smejkalová D & Piccolo A. 2010. High-power gradient diffusion NMR spectroscopy for the rapid assessment of extra-virgin olive oil adulteration. Food Chemistry 118(1):153-158.,Smejkalová and Piccolo 2010
34711,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Hazelnut oil,Replacement,2010,FTIR with chemometrics,"Lerma-García MJ, Ramis-Ramos G, Herrero-Martínez JM & Simó-Alfonso EF. 2010. Authentication of extra virgin olive oils by Fourier-transform infrared spectroscopy. Food Chemistry 118(1):78-83.",Lerma-García and others 2010
34712,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Hazelnut oil,Replacement,2010,MALDI-ToF-MS analysis of isolated polar compounds,"Calvano CD, Aresta A & Zambonin CG. 2010. Detection of hazelnut oil in extra-virgin olive oil by analysis of polar components by micro-solid phase extraction based on hydrophilic liquid chromatography and MALDI-ToF mass spectrometry. J Mass Spectrom 45(9)",Calvano and others 2010
34716,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Hazelnut oil,Replacement,2010,FTIR with chemometrics,"Maggio RM, Cerretani L, Chiavaro E, Kaufman TS & Bendini A. 2010. A novel chemometric strategy for the estimation of extra virgin olive oil adulteration with edible oils. Food Control 21(6):890-895.",Maggio and others 2010
34717,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Hazelnut oil,Replacement,2010,"Review: HPLC-MS for tocopherol, sterols, fingerprinting of triacylglycerols, all with chemometrics","Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34718,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Hazelnut oil,Replacement,2010,Review: SPE-HPLC on polar fraction,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34719,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Hazelnut oil,Replacement,2010,Review: GC-MS for sterols,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34720,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Hazelnut oil,Replacement,2010,Review: GC-MS for filbertone,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34721,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),High linoleic/oleic sunflower oil,Replacement,2010,FTIR with chemometrics,"Maggio RM, Cerretani L, Chiavaro E, Kaufman TS & Bendini A. 2010. A novel chemometric strategy for the estimation of extra virgin olive oil adulteration with edible oils. Food Control 21(6):890-895.",Maggio and others 2010
34723,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Non-authentic cultivar,Replacement,2010,Review: GC for sterols and fingerprinting of triacylglycerols with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34724,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Non-authentic oils,Replacement,2010,Review: FTIR with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34726,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Non-authentic oils,Replacement,2010,Review: 1H-NMR for unsaturated and acyl groups,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34727,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Non-authentic oils,Replacement,2010,"Review: HPLC-MS for sterols and fingerprinting of triacylglycerols and diacylglycerols, all combined with chemometrics","Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34728,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Non-authentic oils,Replacement,2010,Review: HPLC-MS on polar phenolics and fatty acids with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34729,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Non-authentic oils,Replacement,2010,Review: GC-MS for FAMEs with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34730,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Non-authentic oils,Replacement,2010,Review: CE for tocoppherols and tocotrienols with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34731,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Non-authentic oils,Replacement,2010,Review: HPLC-MS fingerprinting of triacylglycerols with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34732,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Non-authentic oils,Replacement,2010,Review: NMR for triacylglycerols with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34733,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Non-authentic olive oils,Replacement,2010,Review: HPLC-MS with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34735,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Olive oil from non-authentic geographic origin,Replacement,2010,"IRMS  (13C/12C), (2H/1H), (18O/16O), and ICP-MS for trace minerals","Camin F, Larcher R, Perini M, Bontempo L, Bertoldi D, Gagliano G, Nicolini G & Versini G. 2010. Characterisation of authentic Italian extra-virgin olive oils by stable isotope ratios of C, O and H and mineral composition. Food Chemistry 118(4):901-909.",Camin and others 2010
34738,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Olive oil from non-authentic geographic origin,Replacement,2010,Review: 1H-NMR and 31P-NMR with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34740,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Olive pomace oil,Replacement,2010,FTIR with chemometrics,"Maggio RM, Cerretani L, Chiavaro E, Kaufman TS & Bendini A. 2010. A novel chemometric strategy for the estimation of extra virgin olive oil adulteration with edible oils. Food Control 21(6):890-895.",Maggio and others 2010
34742,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Olive pomace oil,Replacement,2010,Review: 13C NMR on polar fraction with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34743,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Palm oil,Replacement,2010,Review: HPLC for tocopherols,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34744,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Peanut oil,Replacement,2010,NMR with chemometrics,Smejkalová D & Piccolo A. 2010. High-power gradient diffusion NMR spectroscopy for the rapid assessment of extra-virgin olive oil adulteration. Food Chemistry 118(1):153-158.,Smejkalová and Piccolo 2010
34747,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Seed oils,Replacement,2010,Review: 13C-NMR for unsaturated fatty acids with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34748,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Soybean oil,Replacement,2010,NMR with chemometrics,Smejkalová D & Piccolo A. 2010. High-power gradient diffusion NMR spectroscopy for the rapid assessment of extra-virgin olive oil adulteration. Food Chemistry 118(1):153-158.,Smejkalová and Piccolo 2010
34749,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Soybean oil,Replacement,2010,FTIR with chemometrics,"Lerma-García MJ, Ramis-Ramos G, Herrero-Martínez JM & Simó-Alfonso EF. 2010. Authentication of extra virgin olive oils by Fourier-transform infrared spectroscopy. Food Chemistry 118(1):78-83.",Lerma-García and others 2010
34753,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Sunflower oil,Replacement,2010,NMR with chemometrics,Smejkalová D & Piccolo A. 2010. High-power gradient diffusion NMR spectroscopy for the rapid assessment of extra-virgin olive oil adulteration. Food Chemistry 118(1):153-158.,Smejkalová and Piccolo 2010
34754,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Sunflower oil,Replacement,2010,FTIR with chemometrics,"Lerma-García MJ, Ramis-Ramos G, Herrero-Martínez JM & Simó-Alfonso EF. 2010. Authentication of extra virgin olive oils by Fourier-transform infrared spectroscopy. Food Chemistry 118(1):78-83.",Lerma-García and others 2010
34758,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Sunflower oil,Replacement,2010,Review: UV/Visible and NIR with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34759,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Sunflower oil,Replacement,2010,Review: synchronous fluorescence with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34760,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Vegetable oils,Replacement,2010,Review: HPLC-ELSD fingerprinting of triacylglycerols with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34761,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Vegetable oils,Replacement,2010,Review: Raman,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34762,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Vegetable oils,Replacement,2010,Review: GC and HLPC for fatty acid alkyl esters and triacylglycerols,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34763,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Vegetable oils rich in linoleic acid,Replacement,2010,Review: HPLC-RI fingerprinting of triacylglycerols,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34764,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Virgin olive oil and other vegetable oils,Replacement,2010,Review: 1H-NMR on unsaponifiable matter with chemometrics,"Frankel EN. 2010. Chemistry of extra virgin olive oil: adulteration, oxidative stability, and antioxidants. J Agric Food Chem 58(10):5991-6006.",Frankel 2010
34774,Food Ingredients,Scholarly,Oils,Olive oil (Virgin),Olive oil from non-authentic geographic origin,Replacement,2010,"1H-NMR and IRMS  (13C/12C), (2H/1H) data with chemometrics","Alonso-Salces RM, Moreno-Rojas JM, Holland MV, Reniero F, Guillou C & Heberger K. 2010. Virgin olive oil authentication by multivariate analyses of 1H NMR fingerprints and delta13C and delta2H data. J Agric Food Chem 58(9):5586-5596.",Alonso-Salces and others 2010
34796,Food Ingredients,Scholarly,Oils,Perilla seed oil,Corn oil,Replacement,2010,"GC-IRMS on individual fatty acids, Combustion-IRMS on oils, and GC-MS for fatty acids fingerprinting","Guo L-X, Xu X-M, Yuan J-P, Wu C-F & Wang J-H. 2010. Characterization and authentication of significant chinese edible oilseed oils by stable carbon isotope analysis. Journal of the American Oil Chemists' Society 87(8):839-848.",Guo and others 2010a
34797,Food Ingredients,Scholarly,Oils,Perilla seed oil,Soybean oil,Replacement,2010,"GC-IRMS on individual fatty acids, Combustion-IRMS on oils, and GC-MS for fatty acids fingerprinting","Guo L-X, Xu X-M, Yuan J-P, Wu C-F & Wang J-H. 2010. Characterization and authentication of significant chinese edible oilseed oils by stable carbon isotope analysis. Journal of the American Oil Chemists' Society 87(8):839-848.",Guo and others 2010a
34801,Food Ingredients,Scholarly,Oils,Pumpkin seed oil,Oil from non-authentic botanical origin,Replacement,2010,HPLC for authentic triglycerides,"Butinar B, Bucar-Miklavcic M, Valencic V & Raspor P. 2010. Stereospecific analysis of triacylglycerols as a useful means to evaluate genuineness of pumpkin seed oils: lesson from virgin olive oil analyses. J Agric Food Chem 58(9):5227-5234.",Butinar and others 2010
34812,Food Ingredients,Scholarly,Oils,Sesame oil,Soybean oil,Replacement,2010,HPLC-ELSD for triacylglycerols fingerprinting and GC-FID for fatty acids fingerprinting,"Park YW, Chang P-S & Lee J. 2010. Application of triacylglycerol and fatty acid analyses to discriminate blended sesame oil with soybean oil. Food Chemistry 123(2):377-383.",Park and others 2010
34889,Food Ingredients,Scholarly,Other,Glycerin,Diethylene glycol,Replacement,2010,GC-FID for diethylene glycol,"Holloway G, Maheswaran R, Leeks A, Bradby S & Wahab S. 2010. Screening method for ethylene glycol and diethylene glycol in glycerin-containing products. J Pharm Biomed Anal 51(3):507-511.",Holloway and others 2010
34901,Food Ingredients,Scholarly,Other,Soy sauce (soy fermentation),Soy sauce derived from acid hydrolyzed vegetable protein,Replacement,2010,HPLC for tryptophan (authentic marker),"Zhu Y, Yang Y, Zhou Z, Li G, Jiang M, Zhang C & Chen S. 2010. Direct determination of free tryptophan contents in soy sauces and its application as an index of soy sauce adulteration. Food Chemistry 118(1):159-162.",Zhu and others 2010b
34904,Food Ingredients,Scholarly,Other,Tea (partially fermented),Tea of non-authentic botanical origin,Replacement,2010,NIR with chemometrics,"Liu SL, Tsai YS & Ou AS. 2010. Classifying the variety, production area and season of Taiwan partially fermented tea by near infrared spectroscopy. Journal of Food and Drug Analysis 18(1):34-43.",Liu and others 2010
34905,Food Ingredients,Scholarly,Other,Tea (partially fermented),Tea of non-authentic geographic origin,Replacement,2010,NIR with chemometrics,"Liu SL, Tsai YS & Ou AS. 2010. Classifying the variety, production area and season of Taiwan partially fermented tea by near infrared spectroscopy. Journal of Food and Drug Analysis 18(1):34-43.",Liu and others 2010
34906,Food Ingredients,Scholarly,Other,Tomato sauce,Sudan I dye,Addition,2010,ELISA for adulterant,"Xu T, Wei KY, Wang J, Eremin SA, Liu SZ, Li QX & Li J. 2010. Development of an enzyme-linked immunosorbent assay specific to Sudan red I. Analytical Biochemistry 405(1):41-49.",Xu and others 2010
34909,Food Ingredients,Scholarly,Protein-based ingredients,Corn gluten,Melamine and related compounds,Replacement,2010,Review of methods: GC-MS  Dairy products and milk derivatives,Tittlemier SA. 2010. Methods for the analysis of melamine and related compounds in foods: a review. Food Addit Contam Part A Chem Anal Control Expo Risk Assess 27(2):129-145.,Tittlemier 2010
34910,Food Ingredients,Scholarly,Protein-based ingredients,Eggs,Melamine and related compounds,Replacement,2010,Review of methods: HPLC-UV,Tittlemier SA. 2010. Methods for the analysis of melamine and related compounds in foods: a review. Food Addit Contam Part A Chem Anal Control Expo Risk Assess 27(2):129-145.,Tittlemier 2010
34911,Food Ingredients,Scholarly,Protein-based ingredients,Rice protein isolate,Melamine and related compounds,Replacement,2010,"Review of methods: GC-MS, HPLC-PDA",Tittlemier SA. 2010. Methods for the analysis of melamine and related compounds in foods: a review. Food Addit Contam Part A Chem Anal Control Expo Risk Assess 27(2):129-145.,Tittlemier 2010
34920,Food Ingredients,Scholarly,Protein-based ingredients,Wheat gluten*,Melamine and related compounds,Replacement,2010,"Review of methods: HPLC-MS/MS, ELISA, extractive electrospray ionization time-of-flight MS, GC-MS",Tittlemier SA. 2010. Methods for the analysis of melamine and related compounds in foods: a review. Food Addit Contam Part A Chem Anal Control Expo Risk Assess 27(2):129-145.,Tittlemier 2010
34950,Food Ingredients,Scholarly,Spices,Chili powder,Sudan I dye,Addition,2010,ELISA for adulterant,"Xu T, Wei KY, Wang J, Eremin SA, Liu SZ, Li QX & Li J. 2010. Development of an enzyme-linked immunosorbent assay specific to Sudan red I. Analytical Biochemistry 405(1):41-49.",Xu and others 2010
34967,Food Ingredients,Scholarly,Spices,Oregano (Mediterranean),"Leaves from non-authentic botanical origin (Rhus coriaria L., Cistus spp., or Rubus spp.)",Replacement,2010,PCR-DNA analysis using sequence characterized amplified region,"Marieschi M, Torelli A, Poli F, Bianchi A & Bruni R. 2010. Quality control of commercial Mediterranean oregano: Development of SCAR markers for the detection of the adulterants Cistus incanus L., Rubus caesius L. and Rhus coriaria L. Food Control 21(7):99",Marieschi and others 2010
34969,Food Ingredients,Scholarly,Spices,Paprika,Paprika of non-authentic geographic origin,Replacement,2010,ICP-MS for (86Sr/87Sr) and trace elements fingerprinting combined with chemometrics,"Brunner M, Katona R, Stefánka Z & Prohaska T. 2010. Determination of the geographical origin of processed spice using multielement and isotopic pattern on the example of Szegedi paprika. European Food Research and Technology 231(4):623-634.",Brunner and others 2010
35032,Food Ingredients,Scholarly,Spices,Smoked paprika from &ldquo;La Vera&rdquo; region,Smoked paprika from non-authentic geographic origin,Replacement,2010,PCR for adulterant DNA,"Hernandez A, Aranda E, Martin A, Benito MJ, Bartolome T & de Gua Cordoba M. 2010. Efficiency of DNA typing methods for detection of smoked paprika ""pimenton de la vera"" adulteration used in the elaboration of dry-cured Iberian pork sausages. J Agric Food",Hernandez and others 2010
35054,Food Ingredients,Scholarly,Sweeteners,Honey,Cane sugar,Replacement,2010,NIR with chemometrics,"Mishra S, Kamboj U, Kaur H & Kapur P. 2010. Detection of jaggery syrup in honey using near-infrared spectroscopy. International Journal of Food Sciences and Nutrition 61(3):306-315.",Mishra and others 2010
35061,Food Ingredients,Scholarly,Sweeteners,Honey,Corn syrup,Replacement,2010,"FTIR for glucose, sucrose, fructose, and maltose fingerprinting with chemometrics","Wang J, Kliks MM, Jun S, Jackson M & Li QX. 2010. Rapid analysis of glucose, fructose, sucrose, and maltose in honeys from different geographic regions using fourier transform infrared spectroscopy and multivariate analysis. J Food Sci 75(2):C208-214.",Wang and others 2010
35064,Food Ingredients,Scholarly,Sweeteners,Honey,Essential oils,Replacement,2010,NR,"Alissandrakis E, Mantziaras E, Tarantilis P, Harizanis P & Polissiou M. 2010. Generation of linalool derivatives in an artificial honey produced from bees fed with linalool-enriched sugar syrup. European Food Research and Technology 231(1):21-25.",Alissandrakis and others 2010
35066,Food Ingredients,Scholarly,Sweeteners,Honey,Fructose and glucose mixture,Replacement,2010,NIR with chemometrics,"Zhu X, Li S, Shan Y, Zhang Z, Li G, Su D & Liu F. 2010. Detection of adulterants such as sweeteners materials in honey using near-infrared spectroscopy and chemometrics. Journal of Food Engineering 101(1):92-97.",Zhu and others 2010a
35073,Food Ingredients,Scholarly,Sweeteners,Honey,High-fructose inulin syrup,Replacement,2010,GC-MS for inulotriose (adulterant marker),"Ruiz-Matute AI, Rodríguez-Sánchez S, Sanz ML & Martínez-Castro I. 2010. Detection of adulterations of honey with high fructose syrups from inulin by GC analysis. Journal of Food Composition and Analysis 23(3):273-276.",Ruiz-Matute and others 2010
35105,Food Ingredients,Scholarly,Sweeteners,Honey,Non-authentic sweeteners,Replacement,2010,NMR (1D and 2D) and chemometrics,"Bertelli D, Lolli M, Papotti G, Bortolotti L, Serra G & Plessi M. 2010. Detection of honey adulteration by sugar syrups using one-dimensional and two-dimensional high-resolution nuclear magnetic resonance. J Agric Food Chem 58(15):8495-8501.",Bertelli and others 2010
