adulterant,ingredient_category,pair_count,chem_count,cat_count
Carmalized sugar,Other,1,1,221
Carmalized sugar,Oils,0,1,495
Carmalized sugar,Milk,0,1,408
Carmalized sugar,Spices,0,1,351
Carmalized sugar,Natural flavoring complexes,0,1,173
Carmalized sugar,Sweeteners,0,1,173
Carmalized sugar,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Carmalized sugar,Seafood,0,1,134
Carmalized sugar,"Cereals, grains, and pulses",0,1,88
Carmalized sugar,Dairy products and milk derivatives,0,1,85
Carmalized sugar,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Carmalized sugar,Meats,0,1,40
Carmalized sugar,Preservatives,0,1,35
Carmalized sugar,Protein-based ingredients,0,1,35
Carmalized sugar,Functional food ingredients,0,1,34
Carmalized sugar,Gums,0,1,30
Carmalized sugar,Flavor chemicals,0,1,17
Carmalized sugar,Animal feed,0,1,12
Carmalized sugar,Emulsifiers,0,1,12
Carmalized sugar,Colors,0,1,5
Carmalized sugar,Nuts and nut-derived ingredients,0,1,5
Carmoisine,Milk,1,1,408
Carmoisine,Oils,0,1,495
Carmoisine,Spices,0,1,351
Carmoisine,Other,0,1,221
Carmoisine,Natural flavoring complexes,0,1,173
Carmoisine,Sweeteners,0,1,173
Carmoisine,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Carmoisine,Seafood,0,1,134
Carmoisine,"Cereals, grains, and pulses",0,1,88
Carmoisine,Dairy products and milk derivatives,0,1,85
Carmoisine,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Carmoisine,Meats,0,1,40
Carmoisine,Preservatives,0,1,35
Carmoisine,Protein-based ingredients,0,1,35
Carmoisine,Functional food ingredients,0,1,34
Carmoisine,Gums,0,1,30
Carmoisine,Flavor chemicals,0,1,17
Carmoisine,Animal feed,0,1,12
Carmoisine,Emulsifiers,0,1,12
Carmoisine,Colors,0,1,5
Carmoisine,Nuts and nut-derived ingredients,0,1,5
Carnuba wax,Other,1,1,221
Carnuba wax,Oils,0,1,495
Carnuba wax,Milk,0,1,408
Carnuba wax,Spices,0,1,351
Carnuba wax,Natural flavoring complexes,0,1,173
Carnuba wax,Sweeteners,0,1,173
Carnuba wax,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Carnuba wax,Seafood,0,1,134
Carnuba wax,"Cereals, grains, and pulses",0,1,88
Carnuba wax,Dairy products and milk derivatives,0,1,85
Carnuba wax,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Carnuba wax,Meats,0,1,40
Carnuba wax,Preservatives,0,1,35
Carnuba wax,Protein-based ingredients,0,1,35
Carnuba wax,Functional food ingredients,0,1,34
Carnuba wax,Gums,0,1,30
Carnuba wax,Flavor chemicals,0,1,17
Carnuba wax,Animal feed,0,1,12
Carnuba wax,Emulsifiers,0,1,12
Carnuba wax,Colors,0,1,5
Carnuba wax,Nuts and nut-derived ingredients,0,1,5
Carob powder,Other,1,1,221
Carob powder,Oils,0,1,495
Carob powder,Milk,0,1,408
Carob powder,Spices,0,1,351
Carob powder,Natural flavoring complexes,0,1,173
Carob powder,Sweeteners,0,1,173
Carob powder,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Carob powder,Seafood,0,1,134
Carob powder,"Cereals, grains, and pulses",0,1,88
Carob powder,Dairy products and milk derivatives,0,1,85
Carob powder,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Carob powder,Meats,0,1,40
Carob powder,Preservatives,0,1,35
Carob powder,Protein-based ingredients,0,1,35
Carob powder,Functional food ingredients,0,1,34
Carob powder,Gums,0,1,30
Carob powder,Flavor chemicals,0,1,17
Carob powder,Animal feed,0,1,12
Carob powder,Emulsifiers,0,1,12
Carob powder,Colors,0,1,5
Carob powder,Nuts and nut-derived ingredients,0,1,5
Cashew,Other,1,1,221
Cashew,Oils,0,1,495
Cashew,Milk,0,1,408
Cashew,Spices,0,1,351
Cashew,Natural flavoring complexes,0,1,173
Cashew,Sweeteners,0,1,173
Cashew,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cashew,Seafood,0,1,134
Cashew,"Cereals, grains, and pulses",0,1,88
Cashew,Dairy products and milk derivatives,0,1,85
Cashew,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cashew,Meats,0,1,40
Cashew,Preservatives,0,1,35
Cashew,Protein-based ingredients,0,1,35
Cashew,Functional food ingredients,0,1,34
Cashew,Gums,0,1,30
Cashew,Flavor chemicals,0,1,17
Cashew,Animal feed,0,1,12
Cashew,Emulsifiers,0,1,12
Cashew,Colors,0,1,5
Cashew,Nuts and nut-derived ingredients,0,1,5
Cassava flour,Other,1,1,221
Cassava flour,Oils,0,1,495
Cassava flour,Milk,0,1,408
Cassava flour,Spices,0,1,351
Cassava flour,Natural flavoring complexes,0,1,173
Cassava flour,Sweeteners,0,1,173
Cassava flour,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cassava flour,Seafood,0,1,134
Cassava flour,"Cereals, grains, and pulses",0,1,88
Cassava flour,Dairy products and milk derivatives,0,1,85
Cassava flour,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cassava flour,Meats,0,1,40
Cassava flour,Preservatives,0,1,35
Cassava flour,Protein-based ingredients,0,1,35
Cassava flour,Functional food ingredients,0,1,34
Cassava flour,Gums,0,1,30
Cassava flour,Flavor chemicals,0,1,17
Cassava flour,Animal feed,0,1,12
Cassava flour,Emulsifiers,0,1,12
Cassava flour,Colors,0,1,5
Cassava flour,Nuts and nut-derived ingredients,0,1,5
Cassia,Spices,1,1,351
Cassia,Oils,0,1,495
Cassia,Milk,0,1,408
Cassia,Other,0,1,221
Cassia,Natural flavoring complexes,0,1,173
Cassia,Sweeteners,0,1,173
Cassia,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cassia,Seafood,0,1,134
Cassia,"Cereals, grains, and pulses",0,1,88
Cassia,Dairy products and milk derivatives,0,1,85
Cassia,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cassia,Meats,0,1,40
Cassia,Preservatives,0,1,35
Cassia,Protein-based ingredients,0,1,35
Cassia,Functional food ingredients,0,1,34
Cassia,Gums,0,1,30
Cassia,Flavor chemicals,0,1,17
Cassia,Animal feed,0,1,12
Cassia,Emulsifiers,0,1,12
Cassia,Colors,0,1,5
Cassia,Nuts and nut-derived ingredients,0,1,5
Cassia cinnamon,Spices,1,1,351
Cassia cinnamon,Oils,0,1,495
Cassia cinnamon,Milk,0,1,408
Cassia cinnamon,Other,0,1,221
Cassia cinnamon,Natural flavoring complexes,0,1,173
Cassia cinnamon,Sweeteners,0,1,173
Cassia cinnamon,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cassia cinnamon,Seafood,0,1,134
Cassia cinnamon,"Cereals, grains, and pulses",0,1,88
Cassia cinnamon,Dairy products and milk derivatives,0,1,85
Cassia cinnamon,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cassia cinnamon,Meats,0,1,40
Cassia cinnamon,Preservatives,0,1,35
Cassia cinnamon,Protein-based ingredients,0,1,35
Cassia cinnamon,Functional food ingredients,0,1,34
Cassia cinnamon,Gums,0,1,30
Cassia cinnamon,Flavor chemicals,0,1,17
Cassia cinnamon,Animal feed,0,1,12
Cassia cinnamon,Emulsifiers,0,1,12
Cassia cinnamon,Colors,0,1,5
Cassia cinnamon,Nuts and nut-derived ingredients,0,1,5
Catfish roe,Seafood,1,1,134
Catfish roe,Oils,0,1,495
Catfish roe,Milk,0,1,408
Catfish roe,Spices,0,1,351
Catfish roe,Other,0,1,221
Catfish roe,Natural flavoring complexes,0,1,173
Catfish roe,Sweeteners,0,1,173
Catfish roe,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Catfish roe,"Cereals, grains, and pulses",0,1,88
Catfish roe,Dairy products and milk derivatives,0,1,85
Catfish roe,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Catfish roe,Meats,0,1,40
Catfish roe,Preservatives,0,1,35
Catfish roe,Protein-based ingredients,0,1,35
Catfish roe,Functional food ingredients,0,1,34
Catfish roe,Gums,0,1,30
Catfish roe,Flavor chemicals,0,1,17
Catfish roe,Animal feed,0,1,12
Catfish roe,Emulsifiers,0,1,12
Catfish roe,Colors,0,1,5
Catfish roe,Nuts and nut-derived ingredients,0,1,5
Cedar wood stearin,Natural flavoring complexes,1,1,173
Cedar wood stearin,Oils,0,1,495
Cedar wood stearin,Milk,0,1,408
Cedar wood stearin,Spices,0,1,351
Cedar wood stearin,Other,0,1,221
Cedar wood stearin,Sweeteners,0,1,173
Cedar wood stearin,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cedar wood stearin,Seafood,0,1,134
Cedar wood stearin,"Cereals, grains, and pulses",0,1,88
Cedar wood stearin,Dairy products and milk derivatives,0,1,85
Cedar wood stearin,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cedar wood stearin,Meats,0,1,40
Cedar wood stearin,Preservatives,0,1,35
Cedar wood stearin,Protein-based ingredients,0,1,35
Cedar wood stearin,Functional food ingredients,0,1,34
Cedar wood stearin,Gums,0,1,30
Cedar wood stearin,Flavor chemicals,0,1,17
Cedar wood stearin,Animal feed,0,1,12
Cedar wood stearin,Emulsifiers,0,1,12
Cedar wood stearin,Colors,0,1,5
Cedar wood stearin,Nuts and nut-derived ingredients,0,1,5
Cedarwood oil,Natural flavoring complexes,1,1,173
Cedarwood oil,Oils,0,1,495
Cedarwood oil,Milk,0,1,408
Cedarwood oil,Spices,0,1,351
Cedarwood oil,Other,0,1,221
Cedarwood oil,Sweeteners,0,1,173
Cedarwood oil,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cedarwood oil,Seafood,0,1,134
Cedarwood oil,"Cereals, grains, and pulses",0,1,88
Cedarwood oil,Dairy products and milk derivatives,0,1,85
Cedarwood oil,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cedarwood oil,Meats,0,1,40
Cedarwood oil,Preservatives,0,1,35
Cedarwood oil,Protein-based ingredients,0,1,35
Cedarwood oil,Functional food ingredients,0,1,34
Cedarwood oil,Gums,0,1,30
Cedarwood oil,Flavor chemicals,0,1,17
Cedarwood oil,Animal feed,0,1,12
Cedarwood oil,Emulsifiers,0,1,12
Cedarwood oil,Colors,0,1,5
Cedarwood oil,Nuts and nut-derived ingredients,0,1,5
Cedarwood oil Chinese (Cupressus funebris),Natural flavoring complexes,1,1,173
Cedarwood oil Chinese (Cupressus funebris),Oils,0,1,495
Cedarwood oil Chinese (Cupressus funebris),Milk,0,1,408
Cedarwood oil Chinese (Cupressus funebris),Spices,0,1,351
Cedarwood oil Chinese (Cupressus funebris),Other,0,1,221
Cedarwood oil Chinese (Cupressus funebris),Sweeteners,0,1,173
Cedarwood oil Chinese (Cupressus funebris),"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cedarwood oil Chinese (Cupressus funebris),Seafood,0,1,134
Cedarwood oil Chinese (Cupressus funebris),"Cereals, grains, and pulses",0,1,88
Cedarwood oil Chinese (Cupressus funebris),Dairy products and milk derivatives,0,1,85
Cedarwood oil Chinese (Cupressus funebris),"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cedarwood oil Chinese (Cupressus funebris),Meats,0,1,40
Cedarwood oil Chinese (Cupressus funebris),Preservatives,0,1,35
Cedarwood oil Chinese (Cupressus funebris),Protein-based ingredients,0,1,35
Cedarwood oil Chinese (Cupressus funebris),Functional food ingredients,0,1,34
Cedarwood oil Chinese (Cupressus funebris),Gums,0,1,30
Cedarwood oil Chinese (Cupressus funebris),Flavor chemicals,0,1,17
Cedarwood oil Chinese (Cupressus funebris),Animal feed,0,1,12
Cedarwood oil Chinese (Cupressus funebris),Emulsifiers,0,1,12
Cedarwood oil Chinese (Cupressus funebris),Colors,0,1,5
Cedarwood oil Chinese (Cupressus funebris),Nuts and nut-derived ingredients,0,1,5
Cellulose,Dairy products and milk derivatives,1,1,85
Cellulose,Oils,0,1,495
Cellulose,Milk,0,1,408
Cellulose,Spices,0,1,351
Cellulose,Other,0,1,221
Cellulose,Natural flavoring complexes,0,1,173
Cellulose,Sweeteners,0,1,173
Cellulose,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cellulose,Seafood,0,1,134
Cellulose,"Cereals, grains, and pulses",0,1,88
Cellulose,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cellulose,Meats,0,1,40
Cellulose,Preservatives,0,1,35
Cellulose,Protein-based ingredients,0,1,35
Cellulose,Functional food ingredients,0,1,34
Cellulose,Gums,0,1,30
Cellulose,Flavor chemicals,0,1,17
Cellulose,Animal feed,0,1,12
Cellulose,Emulsifiers,0,1,12
Cellulose,Colors,0,1,5
Cellulose,Nuts and nut-derived ingredients,0,1,5
Cheese of non-authentic geographic origin,Dairy products and milk derivatives,1,1,85
Cheese of non-authentic geographic origin,Oils,0,1,495
Cheese of non-authentic geographic origin,Milk,0,1,408
Cheese of non-authentic geographic origin,Spices,0,1,351
Cheese of non-authentic geographic origin,Other,0,1,221
Cheese of non-authentic geographic origin,Natural flavoring complexes,0,1,173
Cheese of non-authentic geographic origin,Sweeteners,0,1,173
Cheese of non-authentic geographic origin,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cheese of non-authentic geographic origin,Seafood,0,1,134
Cheese of non-authentic geographic origin,"Cereals, grains, and pulses",0,1,88
Cheese of non-authentic geographic origin,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cheese of non-authentic geographic origin,Meats,0,1,40
Cheese of non-authentic geographic origin,Preservatives,0,1,35
Cheese of non-authentic geographic origin,Protein-based ingredients,0,1,35
Cheese of non-authentic geographic origin,Functional food ingredients,0,1,34
Cheese of non-authentic geographic origin,Gums,0,1,30
Cheese of non-authentic geographic origin,Flavor chemicals,0,1,17
Cheese of non-authentic geographic origin,Animal feed,0,1,12
Cheese of non-authentic geographic origin,Emulsifiers,0,1,12
Cheese of non-authentic geographic origin,Colors,0,1,5
Cheese of non-authentic geographic origin,Nuts and nut-derived ingredients,0,1,5
Cheese whey,Milk,1,1,408
Cheese whey,Oils,0,1,495
Cheese whey,Spices,0,1,351
Cheese whey,Other,0,1,221
Cheese whey,Natural flavoring complexes,0,1,173
Cheese whey,Sweeteners,0,1,173
Cheese whey,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cheese whey,Seafood,0,1,134
Cheese whey,"Cereals, grains, and pulses",0,1,88
Cheese whey,Dairy products and milk derivatives,0,1,85
Cheese whey,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cheese whey,Meats,0,1,40
Cheese whey,Preservatives,0,1,35
Cheese whey,Protein-based ingredients,0,1,35
Cheese whey,Functional food ingredients,0,1,34
Cheese whey,Gums,0,1,30
Cheese whey,Flavor chemicals,0,1,17
Cheese whey,Animal feed,0,1,12
Cheese whey,Emulsifiers,0,1,12
Cheese whey,Colors,0,1,5
Cheese whey,Nuts and nut-derived ingredients,0,1,5
Chestnut flour,Milk,1,1,408
Chestnut flour,Oils,0,1,495
Chestnut flour,Spices,0,1,351
Chestnut flour,Other,0,1,221
Chestnut flour,Natural flavoring complexes,0,1,173
Chestnut flour,Sweeteners,0,1,173
Chestnut flour,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Chestnut flour,Seafood,0,1,134
Chestnut flour,"Cereals, grains, and pulses",0,1,88
Chestnut flour,Dairy products and milk derivatives,0,1,85
Chestnut flour,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Chestnut flour,Meats,0,1,40
Chestnut flour,Preservatives,0,1,35
Chestnut flour,Protein-based ingredients,0,1,35
Chestnut flour,Functional food ingredients,0,1,34
Chestnut flour,Gums,0,1,30
Chestnut flour,Flavor chemicals,0,1,17
Chestnut flour,Animal feed,0,1,12
Chestnut flour,Emulsifiers,0,1,12
Chestnut flour,Colors,0,1,5
Chestnut flour,Nuts and nut-derived ingredients,0,1,5
Chestnut shell,Other,1,1,221
Chestnut shell,Oils,0,1,495
Chestnut shell,Milk,0,1,408
Chestnut shell,Spices,0,1,351
Chestnut shell,Natural flavoring complexes,0,1,173
Chestnut shell,Sweeteners,0,1,173
Chestnut shell,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Chestnut shell,Seafood,0,1,134
Chestnut shell,"Cereals, grains, and pulses",0,1,88
Chestnut shell,Dairy products and milk derivatives,0,1,85
Chestnut shell,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Chestnut shell,Meats,0,1,40
Chestnut shell,Preservatives,0,1,35
Chestnut shell,Protein-based ingredients,0,1,35
Chestnut shell,Functional food ingredients,0,1,34
Chestnut shell,Gums,0,1,30
Chestnut shell,Flavor chemicals,0,1,17
Chestnut shell,Animal feed,0,1,12
Chestnut shell,Emulsifiers,0,1,12
Chestnut shell,Colors,0,1,5
Chestnut shell,Nuts and nut-derived ingredients,0,1,5
Chicken and turkey meat,Meats,1,1,40
Chicken and turkey meat,Oils,0,1,495
Chicken and turkey meat,Milk,0,1,408
Chicken and turkey meat,Spices,0,1,351
Chicken and turkey meat,Other,0,1,221
Chicken and turkey meat,Natural flavoring complexes,0,1,173
Chicken and turkey meat,Sweeteners,0,1,173
Chicken and turkey meat,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Chicken and turkey meat,Seafood,0,1,134
Chicken and turkey meat,"Cereals, grains, and pulses",0,1,88
Chicken and turkey meat,Dairy products and milk derivatives,0,1,85
Chicken and turkey meat,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Chicken and turkey meat,Preservatives,0,1,35
Chicken and turkey meat,Protein-based ingredients,0,1,35
Chicken and turkey meat,Functional food ingredients,0,1,34
Chicken and turkey meat,Gums,0,1,30
Chicken and turkey meat,Flavor chemicals,0,1,17
Chicken and turkey meat,Animal feed,0,1,12
Chicken and turkey meat,Emulsifiers,0,1,12
Chicken and turkey meat,Colors,0,1,5
Chicken and turkey meat,Nuts and nut-derived ingredients,0,1,5
Chicken feed (conventional),Animal feed,1,1,12
Chicken feed (conventional),Oils,0,1,495
Chicken feed (conventional),Milk,0,1,408
Chicken feed (conventional),Spices,0,1,351
Chicken feed (conventional),Other,0,1,221
Chicken feed (conventional),Natural flavoring complexes,0,1,173
Chicken feed (conventional),Sweeteners,0,1,173
Chicken feed (conventional),"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Chicken feed (conventional),Seafood,0,1,134
Chicken feed (conventional),"Cereals, grains, and pulses",0,1,88
Chicken feed (conventional),Dairy products and milk derivatives,0,1,85
Chicken feed (conventional),"Wines, musts, spirits, liquors, and vinegars",0,1,73
Chicken feed (conventional),Meats,0,1,40
Chicken feed (conventional),Preservatives,0,1,35
Chicken feed (conventional),Protein-based ingredients,0,1,35
Chicken feed (conventional),Functional food ingredients,0,1,34
Chicken feed (conventional),Gums,0,1,30
Chicken feed (conventional),Flavor chemicals,0,1,17
Chicken feed (conventional),Emulsifiers,0,1,12
Chicken feed (conventional),Colors,0,1,5
Chicken feed (conventional),Nuts and nut-derived ingredients,0,1,5
Chicken meat from non-corn-fed chickens,Meats,1,1,40
Chicken meat from non-corn-fed chickens,Oils,0,1,495
Chicken meat from non-corn-fed chickens,Milk,0,1,408
Chicken meat from non-corn-fed chickens,Spices,0,1,351
Chicken meat from non-corn-fed chickens,Other,0,1,221
Chicken meat from non-corn-fed chickens,Natural flavoring complexes,0,1,173
Chicken meat from non-corn-fed chickens,Sweeteners,0,1,173
Chicken meat from non-corn-fed chickens,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Chicken meat from non-corn-fed chickens,Seafood,0,1,134
Chicken meat from non-corn-fed chickens,"Cereals, grains, and pulses",0,1,88
Chicken meat from non-corn-fed chickens,Dairy products and milk derivatives,0,1,85
Chicken meat from non-corn-fed chickens,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Chicken meat from non-corn-fed chickens,Preservatives,0,1,35
Chicken meat from non-corn-fed chickens,Protein-based ingredients,0,1,35
Chicken meat from non-corn-fed chickens,Functional food ingredients,0,1,34
Chicken meat from non-corn-fed chickens,Gums,0,1,30
Chicken meat from non-corn-fed chickens,Flavor chemicals,0,1,17
Chicken meat from non-corn-fed chickens,Animal feed,0,1,12
Chicken meat from non-corn-fed chickens,Emulsifiers,0,1,12
Chicken meat from non-corn-fed chickens,Colors,0,1,5
Chicken meat from non-corn-fed chickens,Nuts and nut-derived ingredients,0,1,5
Chickpea,Other,1,1,221
Chickpea,Oils,0,1,495
Chickpea,Milk,0,1,408
Chickpea,Spices,0,1,351
Chickpea,Natural flavoring complexes,0,1,173
Chickpea,Sweeteners,0,1,173
Chickpea,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Chickpea,Seafood,0,1,134
Chickpea,"Cereals, grains, and pulses",0,1,88
Chickpea,Dairy products and milk derivatives,0,1,85
Chickpea,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Chickpea,Meats,0,1,40
Chickpea,Preservatives,0,1,35
Chickpea,Protein-based ingredients,0,1,35
Chickpea,Functional food ingredients,0,1,34
Chickpea,Gums,0,1,30
Chickpea,Flavor chemicals,0,1,17
Chickpea,Animal feed,0,1,12
Chickpea,Emulsifiers,0,1,12
Chickpea,Colors,0,1,5
Chickpea,Nuts and nut-derived ingredients,0,1,5
Chickpea flour,Meats,1,1,40
Chickpea flour,Oils,0,1,495
Chickpea flour,Milk,0,1,408
Chickpea flour,Spices,0,1,351
Chickpea flour,Other,0,1,221
Chickpea flour,Natural flavoring complexes,0,1,173
Chickpea flour,Sweeteners,0,1,173
Chickpea flour,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Chickpea flour,Seafood,0,1,134
Chickpea flour,"Cereals, grains, and pulses",0,1,88
Chickpea flour,Dairy products and milk derivatives,0,1,85
Chickpea flour,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Chickpea flour,Preservatives,0,1,35
Chickpea flour,Protein-based ingredients,0,1,35
Chickpea flour,Functional food ingredients,0,1,34
Chickpea flour,Gums,0,1,30
Chickpea flour,Flavor chemicals,0,1,17
Chickpea flour,Animal feed,0,1,12
Chickpea flour,Emulsifiers,0,1,12
Chickpea flour,Colors,0,1,5
Chickpea flour,Nuts and nut-derived ingredients,0,1,5
China  clay,Other,1,1,221
China  clay,Oils,0,1,495
China  clay,Milk,0,1,408
China  clay,Spices,0,1,351
China  clay,Natural flavoring complexes,0,1,173
China  clay,Sweeteners,0,1,173
China  clay,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
China  clay,Seafood,0,1,134
China  clay,"Cereals, grains, and pulses",0,1,88
China  clay,Dairy products and milk derivatives,0,1,85
China  clay,"Wines, musts, spirits, liquors, and vinegars",0,1,73
China  clay,Meats,0,1,40
China  clay,Preservatives,0,1,35
China  clay,Protein-based ingredients,0,1,35
China  clay,Functional food ingredients,0,1,34
China  clay,Gums,0,1,30
China  clay,Flavor chemicals,0,1,17
China  clay,Animal feed,0,1,12
China  clay,Emulsifiers,0,1,12
China  clay,Colors,0,1,5
China  clay,Nuts and nut-derived ingredients,0,1,5
"Chloroform, acetone, and isopropyl alcohol","Wines, musts, spirits, liquors, and vinegars",1,1,73
"Chloroform, acetone, and isopropyl alcohol",Oils,0,1,495
"Chloroform, acetone, and isopropyl alcohol",Milk,0,1,408
"Chloroform, acetone, and isopropyl alcohol",Spices,0,1,351
"Chloroform, acetone, and isopropyl alcohol",Other,0,1,221
"Chloroform, acetone, and isopropyl alcohol",Natural flavoring complexes,0,1,173
"Chloroform, acetone, and isopropyl alcohol",Sweeteners,0,1,173
"Chloroform, acetone, and isopropyl alcohol","Fruit juices, concentrates, jams, purees, and preserves",0,1,167
"Chloroform, acetone, and isopropyl alcohol",Seafood,0,1,134
"Chloroform, acetone, and isopropyl alcohol","Cereals, grains, and pulses",0,1,88
"Chloroform, acetone, and isopropyl alcohol",Dairy products and milk derivatives,0,1,85
"Chloroform, acetone, and isopropyl alcohol",Meats,0,1,40
"Chloroform, acetone, and isopropyl alcohol",Preservatives,0,1,35
"Chloroform, acetone, and isopropyl alcohol",Protein-based ingredients,0,1,35
"Chloroform, acetone, and isopropyl alcohol",Functional food ingredients,0,1,34
"Chloroform, acetone, and isopropyl alcohol",Gums,0,1,30
"Chloroform, acetone, and isopropyl alcohol",Flavor chemicals,0,1,17
"Chloroform, acetone, and isopropyl alcohol",Animal feed,0,1,12
"Chloroform, acetone, and isopropyl alcohol",Emulsifiers,0,1,12
"Chloroform, acetone, and isopropyl alcohol",Colors,0,1,5
"Chloroform, acetone, and isopropyl alcohol",Nuts and nut-derived ingredients,0,1,5
Chlorophylls (copper complexes of),Oils,1,1,495
Chlorophylls (copper complexes of),Milk,0,1,408
Chlorophylls (copper complexes of),Spices,0,1,351
Chlorophylls (copper complexes of),Other,0,1,221
Chlorophylls (copper complexes of),Natural flavoring complexes,0,1,173
Chlorophylls (copper complexes of),Sweeteners,0,1,173
Chlorophylls (copper complexes of),"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Chlorophylls (copper complexes of),Seafood,0,1,134
Chlorophylls (copper complexes of),"Cereals, grains, and pulses",0,1,88
Chlorophylls (copper complexes of),Dairy products and milk derivatives,0,1,85
Chlorophylls (copper complexes of),"Wines, musts, spirits, liquors, and vinegars",0,1,73
Chlorophylls (copper complexes of),Meats,0,1,40
Chlorophylls (copper complexes of),Preservatives,0,1,35
Chlorophylls (copper complexes of),Protein-based ingredients,0,1,35
Chlorophylls (copper complexes of),Functional food ingredients,0,1,34
Chlorophylls (copper complexes of),Gums,0,1,30
Chlorophylls (copper complexes of),Flavor chemicals,0,1,17
Chlorophylls (copper complexes of),Animal feed,0,1,12
Chlorophylls (copper complexes of),Emulsifiers,0,1,12
Chlorophylls (copper complexes of),Colors,0,1,5
Chlorophylls (copper complexes of),Nuts and nut-derived ingredients,0,1,5
Choline,Milk,1,1,408
Choline,Oils,0,1,495
Choline,Spices,0,1,351
Choline,Other,0,1,221
Choline,Natural flavoring complexes,0,1,173
Choline,Sweeteners,0,1,173
Choline,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Choline,Seafood,0,1,134
Choline,"Cereals, grains, and pulses",0,1,88
Choline,Dairy products and milk derivatives,0,1,85
Choline,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Choline,Meats,0,1,40
Choline,Preservatives,0,1,35
Choline,Protein-based ingredients,0,1,35
Choline,Functional food ingredients,0,1,34
Choline,Gums,0,1,30
Choline,Flavor chemicals,0,1,17
Choline,Animal feed,0,1,12
Choline,Emulsifiers,0,1,12
Choline,Colors,0,1,5
Choline,Nuts and nut-derived ingredients,0,1,5
Choti Elaichi seeds,Spices,1,1,351
Choti Elaichi seeds,Oils,0,1,495
Choti Elaichi seeds,Milk,0,1,408
Choti Elaichi seeds,Other,0,1,221
Choti Elaichi seeds,Natural flavoring complexes,0,1,173
Choti Elaichi seeds,Sweeteners,0,1,173
Choti Elaichi seeds,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Choti Elaichi seeds,Seafood,0,1,134
Choti Elaichi seeds,"Cereals, grains, and pulses",0,1,88
Choti Elaichi seeds,Dairy products and milk derivatives,0,1,85
Choti Elaichi seeds,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Choti Elaichi seeds,Meats,0,1,40
Choti Elaichi seeds,Preservatives,0,1,35
Choti Elaichi seeds,Protein-based ingredients,0,1,35
Choti Elaichi seeds,Functional food ingredients,0,1,34
Choti Elaichi seeds,Gums,0,1,30
Choti Elaichi seeds,Flavor chemicals,0,1,17
Choti Elaichi seeds,Animal feed,0,1,12
Choti Elaichi seeds,Emulsifiers,0,1,12
Choti Elaichi seeds,Colors,0,1,5
Choti Elaichi seeds,Nuts and nut-derived ingredients,0,1,5
