,classification,date_case,date_last_change,reference,country,type,category,subject
1199,information,26/10/2007,26/10/2007,2007.CLQ,Greece,food,herbs and spices,"unauthorised colours Sudan 1 (3800 mg/kg - ppm) and Sudan 4 (324 mg/kg - ppm) in chilli powder from Greece, raw material from unknown origin"
1200,alert,19/10/2007,14/02/2008,2007.0753,Germany,food,fruits and vegetables,high content of iodine (146.9; 121 mg/kg - ppm) in dried seaweed from the Republic of Korea
1201,alert,10/10/2007,18/06/2010,2007.0732,Netherlands,food,herbs and spices,"unauthorised colours Sudan 1 (20.6 mg/kg - ppm), Sudan 4 (3.3 mg/kg - ppm) and Fast Garnet (1.3 mg/kg - ppm) in paprika powder from Turkey, via Germany"
1202,alert,05/10/2007,20/12/2007,2007.0716,Italy,food,"dietetic foods, food supplements, fortified foods","unauthorised herb (lycium fruit) in food supplement from China, via the Netherlands"
1203,alert,05/10/2007,20/12/2007,2007.0715,Italy,food,"dietetic foods, food supplements, fortified foods","unauthorised herbs (platicodon root, Poligonatum, Platycodon grandiflora , Polygala tenuifolia) in food supplement from unknown origin, via the Netherlands"
1204,alert,05/10/2007,08/11/2007,2007.0719,Slovenia,food,food contact materials,migration of Rhodamine B from paper napkins from Germany
1205,alert,04/10/2007,26/03/2010,2007.0710,Italy,food,"dietetic foods, food supplements, fortified foods","unauthorised placing on the market of food supplement from China, via the Netherlands"
1206,alert,04/10/2007,06/02/2008,2007.0704,Italy,food,"dietetic foods, food supplements, fortified foods","unauthorised herbs (Bupleurum root; Menthae herb; Corydalis rhyzoma; Platycodon root; Xanthium fruit; Epidemium herb; Cicimifugae rhizoma; Sophorae flower; Polygonium multiflorum) in food supplements from China, via the Netherlands"
1207,alert,04/10/2007,20/12/2007,2007.0711,Italy,food,"dietetic foods, food supplements, fortified foods","unauthorised herb (Corydalis rhizoma) in food supplement from China, via the Netherlands"
1208,alert,04/10/2007,20/12/2007,2007.0709,Italy,food,"dietetic foods, food supplements, fortified foods","unauthorised herb (Lonicera flower) in food supplement from China, via the Netherlands"
1209,alert,04/10/2007,20/12/2007,2007.0707,Italy,food,"dietetic foods, food supplements, fortified foods","unauthorised herbs (Bupleurum root; Cicimifugae rhizoma; Polygalae root; Licium fruit) in food supplement from China, via the United Kingdom and via the Netherlands"
1210,alert,04/10/2007,20/12/2007,2007.0706,Italy,food,"dietetic foods, food supplements, fortified foods","unauthorised herbs (scrophulariae  root; sophorae flower) in food supplement from China, via the Netherlands"
1211,alert,04/10/2007,20/12/2007,2007.0701,Italy,food,"dietetic foods, food supplements, fortified foods","unauthorised herb (platycodon root) in food supplement from China, via the Netherlands"
1212,alert,04/10/2007,20/12/2007,2007.0700,Italy,food,"dietetic foods, food supplements, fortified foods","unauthorised herb (bupleurum root) in food supplement from China, via the United Kingdom and via the Netherlands"
1213,alert,04/10/2007,20/12/2007,2007.0699,Italy,food,"dietetic foods, food supplements, fortified foods","unauthorised herbs (Flos Lonicerae; platycodon root; herba menthae) in food supplement from unknown origin, via the Netherlands"
1214,alert,04/10/2007,18/12/2007,2007.0698,Netherlands,food,herbs and spices,"unauthorised colour Sudan 1 (2.3 mg/kg - ppm) in red pepper powder from Turkey, via Germany"
1215,alert,10/09/2007,24/10/2007,2007.0628,Belgium,food,"dietetic foods, food supplements, fortified foods",unauthorised substance yohimbine in food supplement from the United States
1216,information,07/09/2007,07/09/2007,2007.CCX,Hungary,food,"nuts, nut products and seeds",high content of morphine (60 mg/kg - ppm) in poppy seed from Hungary
1217,information,06/09/2007,07/09/2007,2007.CCP,Denmark,food,cereals and bakery products,too high content of trans fatty acids (3.31g / 100g  fat) in chocolate cake with icing from Ireland
1218,information,31/08/2007,06/09/2007,2007.CBP,Poland,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market of a food supplement containing ginkgo biloba leaves from the United States
1219,alert,23/08/2007,26/09/2007,2007.0577,Netherlands,food,herbs and spices,unauthorised colour Sudan 1 (2 mg/kg - ppm) in shoarma spices from Germany
1220,information,20/08/2007,06/12/2011,2007.BYX,Italy,food,"soups, broths, sauces and condiments",too high content of erucic acid (6.9% of the fatty acid content) in mango pickle from Bangladesh
1221,information,20/08/2007,06/12/2011,2007.BYV,Italy,food,"soups, broths, sauces and condiments",too high content of erucic acid (43.2% of the fatty acid content) in mango pickle from Bangladesh
1222,alert,10/08/2007,06/11/2007,2007.0541,France,food,"dietetic foods, food supplements, fortified foods",unauthorised substance guggulsterone in food supplement from the United States via Belgium and via France
1223,alert,10/08/2007,05/11/2007,2007.0543,France,food,"dietetic foods, food supplements, fortified foods",unauthorised substance yohimbine in food supplement from Hungary
1224,alert,10/08/2007,25/10/2007,2007.0542,France,food,"dietetic foods, food supplements, fortified foods",unauthorised substance yohimbine in food supplement from the United States via the Netherlands and via France
1225,alert,02/08/2007,12/09/2007,2007.0522,Austria,food,fish and fish products,"histamine (690 mg/kg - ppm) in and carbon monoxide treatment (558 µg/kg - ppb) of frozen tuna from Costa Rica, via the Netherlands"
1226,information,30/07/2007,06/12/2011,2007.BVL,Italy,food,fruits and vegetables,too high content of erucic acid (43% of the fatty acid content) in pickled olives from Bangladesh
1227,alert,30/07/2007,17/10/2007,2007.0511,Germany,food,"dietetic foods, food supplements, fortified foods",risk of overdosage with nicotinic acid (40 mg/5 g daily portion) from consuming a food supplement containing vitamins and caffeine from Germany
1228,information,24/07/2007,18/06/2010,2007.BTX,Greece,food,"soups, broths, sauces and condiments",unauthorised colour Sudan 1 (3.7 mg/kg - ppm) in adjika sauce from the Russian Federation
1229,information,24/07/2007,12/09/2007,2007.BTY,Greece,food,"soups, broths, sauces and condiments",unauthorised colour Sudan 1 (7.8 mg/kg - ppm) in adjika sauce from the Russian Federation
1230,information,20/07/2007,18/06/2010,2007.BTR,Italy,food,fruits and vegetables,undeclared E 210 - benzoic acid (895 mg/kg - ppm) and unauthorised colour Sudan 1 (13 mg/kg - ppm) in green chilly pickle from Bangladesh
1231,alert,19/07/2007,20/12/2007,2007.0485,Italy,food,"dietetic foods, food supplements, fortified foods",unauthorised herbs in food supplement from China via the Netherlands
1232,information,13/07/2007,07/09/2007,2007.BSB,Denmark,food,cereals and bakery products,too high content of trans fatty acids (3.24 g/100g fat) in chocolate cake with icing from Ireland
1233,alert,11/07/2007,07/08/2007,2007.0464,Denmark,food,"dietetic foods, food supplements, fortified foods",unauthorised substance synephrine in food supplement from France
1234,alert,11/07/2007,,2007.0465,Germany,food,fruits and vegetables,high content of iodine (2284 mg/kg - ppm) in dried seaweed from unknown origin via France
1235,information,03/07/2007,,2007.BQR,Denmark,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market of food supplement containing saw palmetto (Serenoa repens) from the United States
1236,information,29/06/2007,,2007.BPG,Germany,food,"dietetic foods, food supplements, fortified foods",too high content of nitrate (336; 268 mg/kg - ppm) in vegetable based baby food for infants and young children from Germany
1237,information,21/06/2007,,2007.BNK,Germany,food,herbs and spices,unauthorised colours Sudan 1 (26.2 mg/kg - ppm) and Sudan 4 (25.0 mg/kg - ppm) in sumac from Turkey
1238,information,07/06/2007,,2007.BKH,Italy,food,herbs and spices,unauthorised colour Sudan 1 (3.5 mg/kg - ppm) in spices from Jordan
1239,information,06/06/2007,,2007.BJS,Norway,food,"dietetic foods, food supplements, fortified foods",unauthorised substance tadalafil (33.4mg per tablet) in food supplement from unknown origin
1240,information,06/06/2007,,2007.BJN,Norway,food,"dietetic foods, food supplements, fortified foods",unauthorised substance tadalafil (5.9 mg per capsule) in food supplement from Norway
1241,information,05/06/2007,,2007.BJJ,Germany,food,herbs and spices,unauthorised colour Sudan 4 (0.026 mg/kg - ppm) in sumac from Turkey
1242,information,05/06/2007,,2007.BJI,Germany,food,herbs and spices,unauthorised colour Sudan 4 (0.025 mg/kg - ppm) in sumac from Turkey
1243,alert,05/06/2007,,2007.0373,Norway,food,"dietetic foods, food supplements, fortified foods",unauthorised substance yohimbine (per tablet 1.7 mg) in food supplement from Denmark
1244,information,04/06/2007,15/01/2015,2007.BIH,Germany,food,fruits and vegetables,"high content of cyanide (1373 mg/kg - ppm) in bitter apricot kernels from Turkey, via the United States"
1245,information,04/06/2007,06/12/2011,2007.BJB,United Kingdom,food,fruits and vegetables,too high content of erucic acid (56.2 % of the fatty acid content) in mango hot pickle from Bangladesh
1246,information,04/06/2007,,2007.BIS,United Kingdom,food,herbs and spices,unauthorised colour Sudan 1 (15 mg/kg - ppm) in thyme & spices from Syria
1247,information,29/05/2007,15/01/2015,2007.BHM,Germany,food,fruits and vegetables,high content of cyanide (1770; 1930; 2350 mg/kg - ppm) in bitter apricot kernels from Turkey
1248,alert,29/05/2007,,2007.0353,Netherlands,food,herbs and spices,unauthorised colour Sudan (2 µg/kg - ppb) in spice mixture for minced meat from Germany
1249,alert,25/05/2007,15/01/2015,2007.0344,Germany,food,fruits and vegetables,"high content of cyanide (967 mg/kg - ppm) in bitter apricot kernels from Uzbekistan, via Austria"
1250,alert,25/05/2007,08/08/2007,2007.0346,Norway,food,"dietetic foods, food supplements, fortified foods",unauthorised substances synephrine and theobromine in food supplement from Germany
1251,alert,25/05/2007,,2007.0348,Hungary,food,"dietetic foods, food supplements, fortified foods",unauthorised herbs in food supplement from Sweden
1252,alert,25/05/2007,,2007.0345,Germany,food,fruits and vegetables,"too high content of E 620 - glutamic acid (13.7 g/kg) and unauthorised colour Acid Red 52 in Japanese vegetables in brine from China and Japan, via the United Kingdom"
1253,information,16/05/2007,,2007.BES,Italy,food,herbs and spices,unauthorised colours Sudan 1 (605 mg/kg - ppm) and Sudan 4 (498 mg/kg - ppm) in ground red hot chilli from Egypt
1254,alert,16/05/2007,,2007.0330,Germany,food,fruits and vegetables,high content of iodine (2410 mg/kg - ppm) in dried seaweed stripes from China via the Netherlands
1255,information,14/05/2007,,2007.BDX,Germany,food,fruits and vegetables,high content of iodine (4600 mg/kg - ppm) in dried seaweed from China
1256,information,10/05/2007,,2007.BDH,Poland,food,meat and meat products (other than poultry),bovine protein in salted hog casings from Egypt
1257,alert,10/05/2007,,2007.0323,Czech Republic,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sildenafil in food supplement from the Slovak Republic
1258,information,08/05/2007,,2007.BCT,Greece,food,fruits and vegetables,unauthorised colour Rhodamine B (62 mg/kg - ppm) in vegetable pickles from Syria
1259,alert,07/05/2007,,2007.0310,Germany,food,"cocoa and cocoa preparations, coffee and tea",unauthorised placing on the market of herbal infusion containing Senna (Cassia angustifolia) from the Netherlands
1260,alert,07/05/2007,,2007.0309,Germany,food,"cocoa and cocoa preparations, coffee and tea",unauthorised placing on the market of herbal infusion containing Senna (Cassia angustifolia) from the Netherlands
1261,alert,04/05/2007,25/01/2008,2007.0306,Italy,food,fish and fish products,carbon monoxide treatment (883 mg/kg - ppm) of vacuum packed slices of swordfish (Xiphia gladius) from Vietnam via Spain
1262,information,26/04/2007,,2007.BAZ,Germany,food,herbs and spices,unauthorised colours Sudan 1 (0.279 mg/kg - ppm) and Sudan 4 (0.077 mg/kg - ppm) in curry powder from unknown origin via Germany
1263,alert,25/04/2007,16/08/2007,2007.0292,Czech Republic,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sildenafil thiono analogue in food supplement from Sweden
1264,information,24/04/2007,,2007.BAU,Germany,food,fats and oils,unauthorised colour Sudan 4 (0.03 mg/kg - ppm) in palm oil from Ghana
1265,alert,20/04/2007,25/01/2008,2007.0281,Italy,food,fish and fish products,carbon monoxide treatment of vacuum packed slices of swordfish (Xiphia gladius) from Vietnam via Spain
1266,information,19/04/2007,,2007.AZE,Greece,food,"soups, broths, sauces and condiments",unauthorised colour Sudan 1 (1.9 mg/kg - ppm) in adjika sauce (slabozhgutchaya) from the Russian Federation
1267,alert,18/04/2007,,2007.0276,Czech Republic,food,"dietetic foods, food supplements, fortified foods",unauthorised substance piperidenafil (+-10 mg/capsule) in food supplement from Sweden
1268,information,13/04/2007,,2007.AXU,Germany,food,fats and oils,unauthorised colour Sudan 4 (24.41 mg/kg - ppm) in palm oil from Ghana
1269,alert,11/04/2007,,2007.0261,Germany,food,fats and oils,unauthorised colour Sudan 1 (0.02 mg/kg - ppm) in zomi palm oil from Ghana via the Netherlands
1270,information,10/04/2007,,2007.AWR,Italy,food,herbs and spices,unauthorised colour Sudan 1 (3.8 mg/kg - ppm) in dried ground chilli pepper from Cameroon
1271,information,05/04/2007,,2007.AWG,Greece,food,natural mineral water,arsenic (304 µg/l) in and unauthorised placing on the market of natural mineral water from Armenia
1272,information,03/04/2007,06/12/2011,2007.AVZ,United Kingdom,food,"soups, broths, sauces and condiments",too high content of erucic acid (55% of the fatty acid content) in satkara hot pickle from Bangladesh
1273,alert,30/03/2007,15/01/2015,2007.0244,Germany,food,fruits and vegetables,"high content of cyanide (415 mg/kg - ppm) in apricot kernels from Uzbekistan, via Austria"
1274,information,30/03/2007,,2007.AVI,Spain,food,"nuts, nut products and seeds",unauthorised colour Rhodamine B (46.2 µg/kg - ppb) in rice crackers mix from China
1275,information,30/03/2007,,2007.AVD,Germany,food,herbs and spices,unauthorised colour Sudan 4 (2.5 mg/kg - ppm) in sumak from unknown origin
1276,information,20/03/2007,,2007.ASA,United Kingdom,food,herbs and spices,unauthorised colour Sudan 4 (21.7 mg/kg - ppm) in chilli powder from Malaysia
1277,alert,20/03/2007,,2007.0215,Latvia,food,natural mineral water,unauthorised placing on the market of and too high content of barium (5.3 <--> 6.0 mg/l) in natural mineral water from Georgia
1278,information,19/03/2007,,2007.ARU,Denmark,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market (in Denmark) of thermogenic diet formula from the United States
1279,alert,16/03/2007,06/12/2011,2007.0201,United Kingdom,food,"soups, broths, sauces and condiments","too high content of erucic acid (23.7 /100g) in chilli black bean sauce from China, via the Netherlands"
1280,information,15/03/2007,,2007.ARL,Denmark,food,"dietetic foods, food supplements, fortified foods",unauthorised substance synephrine (in combination with caffeine) in food supplements from the Seychelles
1281,information,15/03/2007,,2007.ARA,Spain,food,herbs and spices,unauthorised colour Sudan 1 (1.3 µg/kg - ppb) in chilli powder from Egypt
1282,information,13/03/2007,,2007.AQL,France,food,herbs and spices,sulphite (18; 19 mg/kg - ppm) unauthorised and unauthorised colours Sudan 1 (114; 139.8 mg/kg - ppm) and Sudan 4 (31; 38.2 mg/kg - ppm) in spice mixture from Syria
1283,information,06/03/2007,,2007.AOJ,Iceland,food,"dietetic foods, food supplements, fortified foods",unauthorised substance ephedrine (1 %) in food supplement from the United States
1284,information,02/03/2007,,2007.AOA,Germany,food,herbs and spices,unauthorised colour Sudan 1 (0.102 mg/kg - ppm) in chilli crash from Tanzania
1285,information,02/03/2007,,2007.ANZ,Germany,food,herbs and spices,unauthorised colour Sudan 1 (0.087 mg/kg - ppm) in chilli powder from Tanzania
1286,information,27/02/2007,,2007.AMW,Spain,food,fish and fish products,carbon monoxide treatment of frozen tuna (Thunnus albacares) loins from Panama
1287,alert,27/02/2007,,2007.0158,Germany,food,fruits and vegetables,high content of iodine (586 mg/kg dry matter) in sea algae from China via the Netherlands
1288,alert,27/02/2007,,2007.0157,Germany,food,fruits and vegetables,high content of iodine (4788 mg/kg dry matter) in sea algae from China via the Netherlands
1289,alert,21/02/2007,,2007.0137,Norway,food,fish and fish products,carbon monoxide treatment (1800 µg/kg - ppb) of yellowfin tuna fillet from Indonesia via the Netherlands
1290,alert,20/02/2007,,2007.0129,Spain,food,fish and fish products,carbon monoxide treatment of frozen carpaccio of tuna and of swordfish from Vietnam via the Netherlands
1291,information,15/02/2007,04/07/2014,2007.AKK,Norway,food,fish and fish products,carbon monoxide treatment (positive) of frozen yellowfin tuna (Thunnus albacares) from Indonesia
1292,alert,15/02/2007,,2007.0116,Denmark,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market of food supplement containing 50 % Immunoglobulin G from the United States via the Netherlands
1293,alert,12/02/2007,,2007.0107,Denmark,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market (in Denmark) of yoghurt-like soya-based products containing bacteria cultures from Belgium via Sweden
1294,information,09/02/2007,,2007.AJJ,Luxembourg,food,water for human consumption (other),"microbiological contamination (> 300 CFU/l) of,too high count of coliforms (440 CFU/l) and too high content of nitrate (132 mg/l) in 10 L container of Zam Zam water from Saudi Arabia"
1295,information,09/02/2007,,2007.AJI,Luxembourg,food,water for human consumption (other),microbiological contamination (> 300 CFU/l) of and too high content of nitrate (132 mg/l) in 10 L container of Zam Zam water from Saudi Arabia
1296,alert,08/02/2007,24/01/2008,2007.0099,Germany,food,herbs and spices,unauthorised colour Sudan 1 (0.60; 0.10; 0.34; 0.53 mg/kg - ppm) in ground hot pepper (paprika) from Spain
1297,alert,02/02/2007,,2007.0087,Germany,food,"cocoa and cocoa preparations, coffee and tea","unauthorised placing on the market (75 % Senna leaves, 25 % Senna fruits) of herbal tea containing senna leaves and senna fruits from Thailand via the Netherlands"
1298,alert,02/02/2007,,2007.0086,Germany,food,"cocoa and cocoa preparations, coffee and tea",unauthorised placing on the market (75% senna leaves; 25% senna fruits) of herbal tea containing senna leaves and senna fruits from Thailand via the Netherlands
1299,alert,02/02/2007,,2007.0085,Germany,food,"cocoa and cocoa preparations, coffee and tea","unauthorised placing on the market (53,57% senna leaves; 17,86% senna fruit. 28,57% chrysanthemum) of herbal tea containing senna leaves and senna fruits from Thailand via the Netherlands"
1300,information,01/02/2007,,2007.AHI,Spain,food,"soups, broths, sauces and condiments",unauthorised colour Sudan Red B (29.1 µg/kg - ppb) in sauce from Mexico
1301,information,31/01/2007,,2007.AHB,France,food,herbs and spices,unauthorised colours Sudan 1 (22.1 mg/kg - ppm) and Sudan 4 (41.3 mg/kg - ppm) and unauthorised use of colour E 160b - annato/bixin/norbixin (140.4 mg/kg - ppm) in spice mixture from Lebanon
1302,information,24/01/2007,03/01/2008,2007.AFA,Italy,food,"dietetic foods, food supplements, fortified foods",benzethonium chloride (0.007 %) in dried grapefruit seed extract from San Marino and from Spain
1303,alert,22/01/2007,,2007.0050,Hungary,food,"nuts, nut products and seeds",high content of morphine (60.0; 80.0 mg/kg - ppm) in poppy seed from the Czech Republic via the Slovak Republic
1304,alert,19/01/2007,,2007.0047,Germany,food,fruits and vegetables,high content of iodine (4425 mg/kg - ppm) in dried seaweed from China via the Netherlands
1305,alert,16/01/2007,09/04/2008,2007.0037,Czech Republic,food,"dietetic foods, food supplements, fortified foods","unauthorised substance acetildenafil (101.4 mg) in food supplement capsules from Switzerland, via Cyprus"
1306,alert,15/01/2007,,2007.0034,Germany,food,fruits and vegetables,"too high content of sweetener E 954 - saccharin (387 mg/kg - ppm) and unauthorised colour Acid Red 52 in preserved Japanese vegetables from Japan, via the United Kingdom"
1307,alert,15/01/2007,,2007.0033,Germany,food,fruits and vegetables,unauthorised colour red yeast rice (Angkak) (presence) in red yeast from China via the Netherlands
1308,alert,15/01/2007,,2007.0032,Germany,food,"soups, broths, sauces and condiments",unauthorised colour red yeast rice (Angkak) (presence) in bean curd sauce from China (Hong Kong) via the Netherlands
1309,alert,15/01/2007,,2007.0031,Germany,food,fruits and vegetables,unauthorised colour red yeast rice (Angkak) (presence) in preserved chilli red bean curd from China via the Netherlands
1310,information,11/01/2007,,2007.ACA,Luxembourg,food,water for human consumption (other),bad hygienic state (> 300 CFU/l) of and too high content of nitrate (133 mg/l) in ritual water from Mekka from Saudi Arabia
1311,information,09/01/2007,,2007.ABJ,Spain,food,herbs and spices,unauthorised colour Sudan 1 (36.1 µg/kg - ppb) in turmeric powder from Syria
1312,information,03/01/2007,,2007.AAC,Spain,food,herbs and spices,unauthorised colour Rhodamine B (20.7 µg/kg - ppb) in curry powder from India
1313,alert,22/12/2006,,2006.0927,Germany,food,"nuts, nut products and seeds",high content of morphine (93 mg/kg - ppm) in poppy seed from the Czech Republic via the Netherlands and via Liechtenstein
1314,alert,21/12/2006,,2006.0919,Denmark,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market of food supplement containing Lycium Chinese mill from the Netherlands
1315,alert,21/12/2006,,2006.0918,Denmark,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market (in Denmark) of food supplement containing bacteria cultures from the Netherlands
1316,information,20/12/2006,17/12/2007,2006.CXS,Italy,food,food contact materials,migration of copper (2.8 mg/kg - ppm) from stainless steel teapots from China
1317,alert,19/12/2006,26/10/2007,2006.0903,Hungary,food,"nuts, nut products and seeds",high content of morphine (40 mg/kg - ppm) in poppy seed from the Slovak Republic
1318,alert,19/12/2006,,2006.0902,Hungary,food,"nuts, nut products and seeds",high content of morphine (53 mg/kg - ppm) in poppy seed from the Czech Republic via the Slovak Republic
1319,alert,14/12/2006,,2006.0879,Germany,food,herbs and spices,unauthorised colours Sudan 1 (80.9 mg/kg - ppm) and Sudan 4 (20.6 mg/kg - ppm) in spice mixture for poultry from Turkey
1320,information,08/12/2006,,2006.CVC,Greece,food,"soups, broths, sauces and condiments",unauthorised colour Sudan 1 (8.8 mg/kg - ppm) in adjika sauce from the Russian Federation
1321,information,06/12/2006,,2006.CUV,Greece,food,herbs and spices,unauthorised colours Sudan 1 (25.4 mg/kg - ppm) and Para Red (3.3 mg/kg - ppm) in seasoning for shish kebab from the Russian Federation
1322,information,05/12/2006,,2006.CUP,Greece,food,herbs and spices,unauthorised colour Para Red (17.3; 16.2 mg/kg - ppm) in seasoning for pilau from the Russian Federation
1323,information,05/12/2006,,2006.CUO,Greece,food,herbs and spices,unauthorised colours Sudan 1 (9.0 mg/kg - ppm) and Para Red (4.7 mg/kg - ppm) in seasoning for adjika from the Russian Federation
1324,information,05/12/2006,,2006.CUN,Greece,food,"soups, broths, sauces and condiments",unauthorised colour Sudan 1 (10.2; 2.2 mg/kg - ppm) in adjika sauces from the Russian Federation
1325,information,05/12/2006,,2006.CUM,Greece,food,herbs and spices,unauthorised colours Sudan 1 (19.6 mg/kg - ppm) and Para Red (12.9 mg/kg - ppm) in seasoning for hmeli-suneli from the Russian Federation
1326,information,04/12/2006,,2006.CUH,Poland,food,natural mineral water,too high content of nitrite (1.57; 1.9 mg/l) in still natural mineral water from Poland
1327,information,24/11/2006,,2006.CSD,Belgium,food,herbs and spices,unauthorised colours Sudan 1 (3.2; 5.8 mg/kg - ppm) and Sudan 4 (1.2 mg/kg - ppm) in paprika powder from Turkey
1328,alert,17/11/2006,,2006.0808,Germany,food,natural mineral water,unauthorised placing on the market of and too high content of nitrite (0.69. 1.2 mg/l) and of barium (1.5 mg/l) in mineral water from the Russian Federation
1329,information,15/11/2006,,2006.CQF,Spain,food,poultry meat and poultry meat products,suspicion of unauthorised nitrite in chicken preparations from Spain
1330,alert,15/11/2006,,2006.0801,Slovakia,food,herbs and spices,unauthorised colour Sudan 1 (0.117 mg/kg - ppm) in oriental spices from the Czech Republic via the Netherlands
1331,alert,15/11/2006,,2006.0799,Germany,food,"cocoa and cocoa preparations, coffee and tea","unauthorised placing on the market (75 % Senna leaves, 25 % Senna fruits) of herbal tea containing Senna leaves from Thailand via the Netherlands"
1332,information,06/11/2006,,2006.CMX,Germany,food,wine,monoethylene glycol (MEG) (50.9 mg/l) in red wine from the Former Yugoslav Republic of Macedonia
1333,alert,30/10/2006,,2006.0754,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market of Senna herbal infusion from Thailand via the Netherlands
1334,information,24/10/2006,,2006.CKM,United Kingdom,food,water for human consumption (other),arsenic (0.025 mg/l) and too high content of nitrate (161 mg/l) in Zam Zam water from Saudi Arabia
1335,information,24/10/2006,,2006.CKL,Italy,food,"dietetic foods, food supplements, fortified foods",benzethonium chloride (0.083 %) in dried grapefruit seed extract from the United States
1336,alert,23/10/2006,,2006.0732,Cyprus,food,herbs and spices,unauthorised colours Sudan 1 (44 mg/kg - ppm) and Para Red (91 mg/kg - ppm) in seasoning from the Russian Federation via Greece
1337,information,18/10/2006,,2006.CJH,Italy,food,"dietetic foods, food supplements, fortified foods",unauthorised herbs in food supplement from India
1338,alert,18/10/2006,,2006.0720,Germany,food,"cocoa and cocoa preparations, coffee and tea",unauthorised placing on the market of tea containing valerian root from the Netherlands
1339,alert,16/10/2006,,2006.0714,Italy,food,fish and fish products,carbon monoxide treatment of frozen smoked tuna loin from Thailand via the Netherlands
1340,alert,13/10/2006,,2006.0708,Czech Republic,food,"dietetic foods, food supplements, fortified foods",unauthorised substance acetildenafil (40; 38 mg/l) in food supplement in capsules from the Netherlands
1341,information,11/10/2006,,2006.CGK,Italy,food,fish and fish products,carbon monoxide treatment (2146 µg/kg - ppb) of frozen tuna loins from Thailand
1342,alert,09/10/2006,,2006.0694,Italy,food,fish and fish products,carbon monoxide treatment (2135 µg/kg - ppb) of frozen tuna fillets from Indonesia via the Netherlands
1343,information,02/10/2006,,2006.CED,Italy,food,fish and fish products,carbon monoxide treatment (39 µg/kg - ppb) of fresh tuna loins (Thunnus albacares) from the Netherlands
1344,alert,29/09/2006,30/09/2011,2006.0669,Italy,food,"dietetic foods, food supplements, fortified foods","arsenic (4.1 mg/kg - ppm), cadmium (0.22 mg/kg - ppm), chromium (4.2 mg/kg - ppm), lead (8.2 mg/kg - ppm), mercury (11.3 mg/kg - ppm) and copper (48.3 mg/kg - ppm) and unauthorised substance nickel (2.1 mg/kg - ppm) in ayurvedic food supplement from India"
1345,information,29/09/2006,,2006.CDW,Italy,food,"cocoa and cocoa preparations, coffee and tea",unauthorised placing on the market of herbal infusion containing coca leaves from Peru
1346,alert,29/09/2006,,2006.0664,Italy,food,milk and milk products,suspicion of unauthorised placing on the market (missing health mark) of milk powder from the United Kingdom
1347,alert,28/09/2006,15/01/2015,2006.0658,Germany,food,fruits and vegetables,high content of cyanide (1862-2545 mg/kg - ppm) in bitter apricot kernels from Turkey
1348,alert,25/09/2006,,2006.0636,Germany,food,herbs and spices,"unauthorised colours Sudan 1 (43.9 mg/kg - ppm),Sudan Red G (25.2 mg/kg - ppm) and Para Red (80.6 mg/kg - ppm) in spice mixture from the Russian Federation"
1349,alert,25/09/2006,,2006.0635,Germany,food,fruits and vegetables,high content of iodine (352 mg/kg - ppm) in dried sea algae from the Republic of Korea via the Netherlands
1350,information,21/09/2006,,2006.CCJ,Denmark,food,non-alcoholic beverages,unauthorised nutrients and novel food ingredient ginseng in soft drinks from the United States
1351,information,21/09/2006,,2006.CCF,Spain,food,fish and fish products,carbon monoxide treatment (presence) of swordfish (Xiphias gladius) from Spain
1352,alert,20/09/2006,,2006.0613,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market of herbal tea containing Senna leaves from Poland
1353,alert,20/09/2006,,2006.0612,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market of herbal tea containing Senna leaves from Poland
1354,alert,11/09/2006,,2006.0581,United Kingdom,food,natural mineral water,minerals crystallising out of solution in still mineral water from Ireland
1355,information,08/09/2006,,2006.CAQ,Italy,food,"dietetic foods, food supplements, fortified foods",unauthorised herbs in food supplement from India
1356,alert,05/09/2006,15/01/2015,2006.0568,Germany,food,fruits and vegetables,high content of cyanide (2396; 2033 mg/kg - ppm) in organic bitter apricot kernels from Turkey
1357,alert,01/09/2006,,2006.0557,Denmark,food,"dietetic foods, food supplements, fortified foods",unauthorised herbs in food supplement (Bright Eye Rehmannia) from the United States
1358,alert,31/08/2006,,2006.0547,Germany,food,herbs and spices,high content of iodine (4 g/kg) in dried sea weed from China via the Netherlands
1359,alert,29/08/2006,,2006.0543,Commission Services,food,herbs and spices,unauthorised colours Sudan 1 (4 g/kg) and Sudan 4 (0.4 g/kg) in hot chilli powder from Greece
1360,alert,22/08/2006,15/01/2015,2006.0523,Austria,food,fruits and vegetables,"high content of cyanide (780 mg/kg - ppm) in bitter apricot kernels from Turkey, via Germany"
