,classification,date_case,date_last_change,reference,country,type,category,subject
1045,information,21/05/2008,29/05/2008,2008.0589,Latvia,food,confectionery,too high content of unlabelled E 210 - benzoic acid (928 mg/kg - ppm) in chyawanprash jam with honey from India
1046,border rejection,20/05/2008,07/01/2015,2008.ATU,Finland,food,fruits and vegetables,too high content of sulphite (160 mg/kg - ppm) in whole pickled garlic in brine from Thailand
1047,border rejection,20/05/2008,30/07/2012,2008.ATW,Cyprus,food,confectionery,"unauthorised use of colour E 127 - erythrosine in fruit flavour dragees from Indonesia, dispatched from Singapore"
1048,information,15/05/2008,07/07/2010,2008.0566,Slovakia,food,non-alcoholic beverages,too high content of colour E 124 - Ponceau 4R / cochineal red A (62.0 mg/kg - ppm) in energy drink from the Former Yugoslav Republic of Macedonia
1049,border rejection,14/05/2008,06/07/2010,2008.ATF,Spain,food,cephalopods and products thereof,"too high content of E 200 - sorbic acid (463 mg/kg - ppm) in dried, smoked and salty squid rings from China"
1050,border rejection,14/05/2008,29/05/2008,2008.ATE,Finland,food,non-alcoholic beverages,E 385 - calcium disodium ethylene diamine tetra acetate (CDEDTA) unauthorised in soft drinks from Thailand
1051,border rejection,13/05/2008,06/07/2010,2008.ASV,Finland,food,non-alcoholic beverages,too high content of E 211 - sodium benzoate (225; 220 mg/l) in soft drinks from the United States
1052,information,13/05/2008,19/05/2008,2008.0547,Slovakia,food,fish and fish products,"too high content of colour E 110 - Sunset Yellow FCF (144.00 mg/kg - ppm) and of colour E 124 - Ponceau 4R / cochineal red A (287.80 mg/kg - ppm) in red capelin caviar from Denmark, via Germany"
1053,border rejection,08/05/2008,07/01/2015,2008.ASQ,Spain,food,crustaceans and products thereof,too high content of sulphite (>320 mg/kg - ppm) in frozen crabs (Calappa granulata) from Senegal
1054,border rejection,08/05/2008,07/01/2015,2008.ASO,Greece,food,fruits and vegetables,too high content of sulphite (2674 mg/kg - ppm) in dried apricots from Turkey
1055,information,28/04/2008,07/08/2008,2008.0486,Slovakia,food,non-alcoholic beverages,too high content of sweetener E 952 - cyclamate (372 mg/kg - ppm) in raspberry flavour instant drinking powder from Bulgaria
1056,information,25/04/2008,28/05/2008,2008.0477,United Kingdom,food,confectionery,unauthorised use of colour E 127 - erythrosine (30 mg/kg - ppm) in orange flavour jelly from Pakistan
1057,information,24/04/2008,07/01/2015,2008.0469,Greece,food,fruits and vegetables,too high content of sulphite (2532 mg/kg - ppm) in whole pitted dried apricots from Turkey
1058,information,24/04/2008,14/05/2008,2008.0467,Sweden,food,confectionery,suffocation risk as a result of the consumption of fruit jelly cups containing unauthorised E 406 - agar from Vietnam
1059,information,24/04/2008,14/05/2008,2008.0468,Sweden,food,confectionery,suffocation risk as a result of the consumption of  fruit jelly cups from Thailand containing unauthorised E 407 - carrageenan
1060,information,17/04/2008,28/07/2008,2008.0440,Sweden,food,confectionery,suffocation risk as a result of the consumption of fruit jelly cups from Taiwan containing unauthorised E 406 - agar
1061,border rejection,16/04/2008,26/02/2009,2008.AQB,United Kingdom,food,confectionery,"suffocation risk as a result of the consumption of fruit jelly cups from Vietnam, via Malaysia containing unauthorised E 425 - konjac"
1062,information,11/04/2008,29/05/2008,2008.0417,Denmark,food,cephalopods and products thereof,E 316 - sodium erythorbate unauthorised in frozen sliced octopus from China
1063,information,04/04/2008,04/04/2008,2008.0399,Greece,food,"soups, broths, sauces and condiments",too high content of the sum of  E 210 - benzoic acid and of E 200 - sorbic acid (Sa + Ba = 3657 mg/kg - ppm) in mustard from Greece
1064,information,31/03/2008,07/01/2015,2008.0373,Italy,food,crustaceans and products thereof,too high content of sulphite (270 mg/kg - ppm) in chilled cooked prawns (Penaeus vannamei) from France
1065,information,25/03/2008,10/05/2010,2008.0345,Latvia,food,fruits and vegetables,too high content of E 200 - sorbic acid (1406 mg/kg - ppm) in dried prunes from Argentina
1066,information,21/03/2008,01/04/2008,2008.0337,Cyprus,food,non-alcoholic beverages,E 210 - benzoic acid (689 mg/kg - ppm) unauthorised in strawberry syrup from the United States
1067,information,21/03/2008,25/03/2008,2008.0338,Cyprus,food,non-alcoholic beverages,E 210 - benzoic acid (780 mg/kg - ppm) unauthorised in caramel syrup from Greece
1068,information,20/03/2008,18/06/2010,2008.0327,Italy,food,crustaceans and products thereof,undeclared sulphite in frozen shelled prawns from Tunisia
1069,information,20/03/2008,18/06/2010,2008.0329,Italy,food,crustaceans and products thereof,undeclared sulphite in frozen prawns from Tunisia
1070,information,20/03/2008,19/06/2008,2008.0330,Italy,food,crustaceans and products thereof,undeclared sulphite in frozen prawns from Tunisia
1071,border rejection,19/03/2008,10/05/2010,2008.AMV,United Kingdom,food,confectionery,too high content of colour E 110 - Sunset Yellow FCF (260 mg/kg - ppm) and unauthorised use of colour E 102 - tartrazine (140 mg/kg - ppm) in sugar coated fennel seeds from India
1072,information,18/03/2008,07/01/2015,2008.0311,Italy,food,crustaceans and products thereof,too high content of sulphite (306 mg/kg - ppm) in cooked prawns (Penaeus vannamei) from France
1073,information,14/03/2008,07/01/2015,2008.0300,Italy,food,crustaceans and products thereof,too high content of sulphite (268 mg/kg - ppm) in frozen Norway lobster (Nephrops norvegicus) from the Netherlands
1074,information,13/03/2008,15/06/2009,2008.0296,Norway,food,non-alcoholic beverages,too high content of E 200 - sorbic acid (300 mg/l) in non-alcoholic wine from the United States
1075,information,12/03/2008,07/01/2015,2008.0289,Italy,food,crustaceans and products thereof,too high content of sulphite (272 mg/kg - ppm) in vacuum packed cooked prawns (Penaeus vannamei) from France
1076,information,12/03/2008,18/06/2010,2008.0287,Italy,food,crustaceans and products thereof,undeclared sulphite in frozen prawns (Penaeus kerathurus and Parapenaeus longirostris) from Tunisia
1077,information,11/03/2008,18/06/2010,2008.0283,Italy,food,crustaceans and products thereof,undeclared sulphite in frozen prawns (Parapenaeus longirostris) from Tunisia
1078,information,10/03/2008,17/03/2008,2008.0277,Czech Republic,food,cereals and bakery products,unauthorised use of colour E 102 - tartrazine in noodles from Thailand
1079,information,07/03/2008,07/01/2015,2008.0265,Austria,food,fruits and vegetables,too high content of sulphite (3030 mg/kg - ppm) in dried apricots from Turkey
1080,alert,06/03/2008,06/03/2008,2008.0262,United Kingdom,food,"soups, broths, sauces and condiments",undeclared sulphite and fish in tomato and chilli paste from Italy
1081,information,03/03/2008,18/06/2010,2008.0247,Italy,food,crustaceans and products thereof,undeclared sulphite in frozen prawns from Tunisia
1082,information,29/02/2008,18/06/2010,2008.0239,Italy,food,crustaceans and products thereof,undeclared sulphite (38; 49 mg/kg - ppm) in frozen prawns (Penaeus kerathurus) from Tunisia
1083,information,28/02/2008,18/06/2010,2008.0231,Italy,food,crustaceans and products thereof,undeclared sulphite in frozen shelled shrimps from Tunisia
1084,information,28/02/2008,18/06/2010,2008.0232,Italy,food,crustaceans and products thereof,undeclared sulphite in frozen shelled shrimps from Tunisia
1085,border rejection,25/02/2008,07/01/2015,2008.AJB,Greece,food,fruits and vegetables,too high content of sulphite (2520; 2920 mg/kg - ppm) in dried apricots from Turkey
1086,alert,25/02/2008,06/03/2008,2008.0212,Greece,food,fruits and vegetables,undeclared sulphite (2255 mg/kg - ppm) in dried figs from Greece
1087,information,21/02/2008,07/01/2015,2008.0201,Spain,food,crustaceans and products thereof,too high content of sulphite (254; 514 mg/kg - ppm) in frozen raw shrimps from Spain
1088,border rejection,21/02/2008,26/02/2009,2008.AIL,Italy,food,cereals and bakery products,E 621 - monosodium glutamate unauthorised in flavoured pasta nuggets from Sri Lanka
1089,information,20/02/2008,18/06/2010,2008.0191,Italy,food,crustaceans and products thereof,undeclared sulphite in frozen shrimps (Parapenaeus longirostris) from Tunisia
1090,information,20/02/2008,18/06/2010,2008.0192,Italy,food,crustaceans and products thereof,undeclared sulphite in frozen shrimps (Parapenaeus longirostris) from Tunisia
1091,information,20/02/2008,18/06/2010,2008.0193,Italy,food,crustaceans and products thereof,undeclared sulphite in frozen shrimps (Parapenaeus longirostris) from Tunisia
1092,border rejection,20/02/2008,13/03/2008,2008.AIG,Finland,food,confectionery,"suffocation risk as a result of the consumption of fruit jelly mix from Taiwan, containing unauthorised E 406 - agar"
1093,alert,13/02/2008,13/02/2008,2008.0165,United Kingdom,food,fruits and vegetables,undeclared sulphite (1412 mg/kg - ppm) in seedless dried apricots from the United Kingdom
1094,information,12/02/2008,10/04/2008,2008.0157,Latvia,food,confectionery,too high content of colour E 110 - Sunset Yellow FCF (59 mg/kg - ppm) and of colour E 124 - Ponceau 4R / cochineal red A (128 mg/kg - ppm) in citrus jelly from Ukraine
1095,information,12/02/2008,12/02/2008,2008.0160,Denmark,food,confectionery,unauthorised use of colour E 110 - Sunset Yellow FCF (160 and 210 mg/kg - ppm) in jelly mix from Spain
1096,information,11/02/2008,07/01/2015,2008.0156,Italy,food,crustaceans and products thereof,too high content of sulphite (256 mg/kg - ppm) in frozen prawns from the Netherlands
1097,border rejection,08/02/2008,06/04/2010,2008.AGW,Italy,food,ices and desserts,too high content of E 210 - benzoic acid (429.36 mg/l) in sherbert syrup from Sri Lanka
1098,alert,07/02/2008,19/05/2008,2008.0147,Italy,food,crustaceans and products thereof,undeclared sulphite (41 mg/kg - ppm) in frozen red shrimps (Aristeus antenatus) from Greece
1099,alert,05/02/2008,05/02/2008,2008.0135,Finland,food,other food product / mixed,undeclared sulphite (63; 61 mg/l) in vinegar from France
1100,information,04/02/2008,18/06/2010,2008.0128,Italy,food,crustaceans and products thereof,undeclared sulphite (54; 50; ND mg/kg - ppm) in frozen peeled shrimps from Tunisia
1101,border rejection,01/02/2008,05/02/2008,2008.AFW,United Kingdom,food,confectionery,unidentified colour in sugar coated fennel seeds from India
1102,information,28/01/2008,07/01/2015,2008.0098,Finland,food,"nuts, nut products and seeds",too high content of sulphite (145 mg/kg - ppm) in dried coconut from France
1103,information,28/01/2008,28/05/2008,2008.0099,United Kingdom,food,confectionery,undeclared sulphite (36 mg/kg - ppm) in plum chutney from Pakistan
1104,border rejection,24/01/2008,07/01/2015,2008.ADZ,Greece,food,fruits and vegetables,too high content of sulphite (2480 mg/kg - ppm) in dried apricots from Turkey
1105,border rejection,24/01/2008,01/07/2010,2008.ADY,Greece,food,confectionery,too high content of colour E 129 - Allura Red AC (567 mg/kg - ppm) and unauthorised use of colour E 127 - erythrosine (96 mg/kg - ppm) in bubble gum with strawberry and tutti frutti taste from Mexico
1106,border rejection,24/01/2008,06/04/2010,2008.AEC,Greece,food,fruits and vegetables,E 210 - benzoic acid (756 mg/kg - ppm) unauthorised in tomato paste from Syria
1107,information,23/01/2008,23/01/2009,2008.0077,Italy,food,crustaceans and products thereof,undeclared sulphite (51 mg/kg - ppm) in frozen blanched iqf pud shrimps (Metapenaeus monoceros) from India
1108,border rejection,18/01/2008,10/04/2014,2008.ADG,United Kingdom,food,fruits and vegetables,sweetener E 954 - saccharin (200 mg/kg - ppm) unauthorised in pickled vegetable from China
1109,border rejection,17/01/2008,30/01/2008,2008.ACY,United Kingdom,food,herbs and spices,unauthorised use of colour E 160b - annato/bixin/norbixin (> 10000 µg/kg - ppb) in chilli powder & paprika composite from the United States
1110,border rejection,11/01/2008,07/01/2015,2008.ACB,Finland,food,fruits and vegetables,too high content of sulphite (380 mg/kg - ppm) in pickled lotus rootlets from Thailand
1111,information,09/01/2008,07/01/2015,2008.0021,Italy,food,crustaceans and products thereof,"too high content of sulphite (77 mg/kg - ppm) in frozen cooked lobsters (Panulirus argus) from Cuba, dispatched from Spain"
1112,border rejection,09/01/2008,09/02/2010,2008.ABM,United Kingdom,food,non-alcoholic beverages,too high content of colour E 110 - Sunset Yellow FCF (67 mg/l) in orange drink from India
1113,border rejection,07/01/2008,07/01/2015,2008.ABE,Italy,food,fruits and vegetables,too high content of sulphite (29 mg/kg - ppm) in red pepper paste from Turkey
1114,information,07/01/2008,06/02/2008,2008.0012,Hungary,food,non-alcoholic beverages,too high content of sweetener E 952 - cyclamate (330 mg/l) in instant drinking powder - raspberry flavour from Bulgaria
1115,information,04/01/2008,07/01/2015,2008.0009,Spain,food,crustaceans and products thereof,too high content of sulphite (251.74 mg/kg - ppm) in frozen cooked prawns from Spain
1116,information,04/01/2008,10/04/2008,2008.0008,Slovenia,food,fruits and vegetables,too high content of colour E 102 - tartrazine (276 mg/kg - ppm) in candied kiwi slices from Thailand
1117,information,03/01/2008,18/06/2010,2008.0002,Greece,food,crustaceans and products thereof,"E 284 - boric acid (2.79 g/kg) unauthorised in frozen peeled shrimps from Greece, raw material from China"
1118,border rejection,03/01/2008,04/02/2008,2008.AAT,Finland,food,"dietetic foods, food supplements, fortified foods",unauthorised use of colour E 127 - erythrosine in grape seed extract capsules from China
1119,border rejection,02/01/2008,15/01/2009,2008.AAA,Spain,food,"dietetic foods, food supplements, fortified foods",E 210 - benzoic acid (609.5 mg/kg - ppm) and E 200 - sorbic acid (4579 mg/kg - ppm) unauthorised in noni juice from the United States
1120,information,21/12/2007,11/01/2008,2007.CZN,Poland,food,fish and fish products,too high content of E 452 - polyphosphates (0. 74 %) in frozen skinless fillets of Alaska pollock (Theragra chalcogramma) from China
1121,alert,20/12/2007,19/07/2012,2007.0951,Germany,food,herbs and spices,"undeclared sweetener E 951 - aspartame (96 mg/kg - ppm) and unauthorised colour Acid Red 52 in sushi ""ginger"" from China, via the Netherlands"
1122,information,19/12/2007,19/12/2007,2007.CYV,United Kingdom,food,confectionery,too high content of colour E 110 - Sunset Yellow FCF (262 mg/kg - ppm) in sugar coated fennel seeds from India
1123,alert,18/12/2007,18/12/2007,2007.0945,United Kingdom,food,"nuts, nut products and seeds","unauthorised use of colour E 127 - erythrosine (4 mg/kg - ppm) in Japanese rice crackers from Lebanon, via the Netherlands"
1124,information,17/12/2007,11/02/2011,2007.CYG,Italy,food,fish and fish products,E 250 - sodium nitrite (165.4 mg/kg - ppm) unauthorised in frozen smoked sliced salmon from the United States
1125,alert,17/12/2007,18/06/2010,2007.0938,United Kingdom,food,wine,undeclared sulphite in white wine from Chile
1126,alert,17/12/2007,19/03/2008,2007.0941,Italy,food,fish and fish products,E 250 - sodium nitrite (32 mg/kg - ppm) unauthorised in sliced smoked salmon from Denmark
1127,alert,14/12/2007,14/12/2007,2007.0935,Greece,food,fruits and vegetables,"undeclared sulphite (92 mg/kg - ppm) in dried papaya from Thailand, via the Netherlands"
1128,information,13/12/2007,22/06/2010,2007.CXO,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (191 mg/l) in soft drink from Nigeria
1129,information,13/12/2007,15/01/2008,2007.CXL,Poland,food,fish and fish products,too high content of E 452 - polyphosphates (0.68 %) in frozen fillets of Alaska pollock from China
1130,information,12/12/2007,12/12/2007,2007.CXB,Italy,food,crustaceans and products thereof,undeclared sulphite (22 mg/kg - ppm) in precooked brine shrimp from Denmark
1131,alert,07/12/2007,09/01/2008,2007.0916,Italy,food,cereals and bakery products,too high content of coumarin (8.2 mg/kg - ppm) in dried spiced biscuits from Sweden
1132,alert,07/12/2007,02/01/2008,2007.0920,Czech Republic,food,fruits and vegetables,E 210 - benzoic acid (356 mg/kg - ppm) unauthorised in fermented gherkins from Poland
1133,information,06/12/2007,03/02/2010,2007.CVG,Latvia,food,confectionery,too high content of E 210 - benzoic acid (976 mg/kg - ppm) and undeclared E 210 - benzoic acid in jam from India
1134,alert,04/12/2007,07/01/2015,2007.0900,Portugal,food,crustaceans and products thereof,"too high content of sulphite (476.7 mg/kg - ppm) in frozen lobster tails from Brazil, via Spain"
1135,information,03/12/2007,07/01/2015,2007.CUH,Italy,food,crustaceans and products thereof,too high content of sulphite in frozen cooked whole lobster (Panulirus argus) from Cuba
1136,information,03/12/2007,07/01/2015,2007.CUA,Italy,food,crustaceans and products thereof,too high content of sulphite (171; 250 mg/kg - ppm) in frozen shrimps from Tunisia
1137,information,03/12/2007,13/12/2007,2007.CUE,United Kingdom,food,confectionery,undeclared and unidentified colour in sugar coated fennel seeds from India
1138,information,30/11/2007,11/01/2008,2007.CTS,United Kingdom,food,confectionery,unauthorised colour Rhodamine B and unidentified red colour in sugar coated fennel seed from Pakistan
1139,information,26/11/2007,12/12/2007,2007.CRR,Italy,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (370 mg/kg - ppm) in ginseng soft drink from the Republic of Korea
1140,alert,23/11/2007,04/04/2008,2007.0873,Czech Republic,food,fish and fish products,"too high content of E 452 - polyphosphates (7495 mg/kg - ppm) in frozen blue whiting (Micromesistius poutassou)  fillets from China, via Germany, via Denmark and via the Czech Republic"
1141,alert,23/11/2007,20/12/2007,2007.0864,Slovakia,food,fish and fish products,too high content of colour E 110 - Sunset Yellow FCF (382 mg/kg - ppm) and of colour E 129 - Allura Red AC (186 mg/kg - ppm) in lumpfish eggs from Germany
1142,alert,22/11/2007,06/12/2007,2007.0859,Estonia,food,"soups, broths, sauces and condiments",sweetener E 952 - cyclamate (190 mg/kg - ppm) unauthorised in tomato ketchup from Latvia
1143,information,21/11/2007,02/04/2008,2007.CQX,United Kingdom,food,"nuts, nut products and seeds",aflatoxins (B1 = 11; Tot. = 14 µg/kg - ppb) and too high content of colour E 110 - Sunset Yellow FCF (396; 420 mg/kg - ppm) and of colour E 129 - Allura Red AC (141; 139 mg/kg - ppm) in candy coated peanuts from Malaysia
1144,information,21/11/2007,12/12/2007,2007.CQQ,United Kingdom,food,confectionery,too high content of colour E 110 - Sunset Yellow FCF (560 mg/kg - ppm) and of colour E 129 - Allura Red AC (169 mg/kg - ppm) in coated chocolate beans from Malaysia
1145,information,21/11/2007,03/12/2007,2007.CQY,Poland,food,fish and fish products,too high content of E 452 - polyphosphates (0.58 %) in frozen fillets of alaska pollock (Theragra chalocogramma) from China
1146,information,19/11/2007,07/01/2015,2007.CPV,Germany,food,fruits and vegetables,"too high content of sulphite (228 mg/kg - ppm) and undeclared sulphite in dried ginger, pineapple and melon from Thailand"
1147,information,16/11/2007,08/12/2010,2007.CPT,Finland,food,confectionery,too high content of colour E 124 - Ponceau 4R / cochineal red A (1460 mg/kg - ppm) in cake decorations from Mauritius
1148,information,13/11/2007,14/02/2008,2007.COP,Poland,food,fish and fish products,too high content of E 452 - polyphosphates (0.60 %) in fillets of frozen alaska pollock (Theragra  chalcogramma) from China
1149,information,09/11/2007,14/11/2007,2007.COA,United Kingdom,food,confectionery,"too high content of colour E 110 - Sunset Yellow FCF (217 mg/kg - ppm) and unauthorised use of colour E 127 - erythrosine (23 mg/kg - ppm) in candy corn dispatched from the United States, unknown origin"
1150,information,08/11/2007,07/01/2015,2007.CNX,United Kingdom,food,confectionery,too high content of sulphite (324 mg/kg - ppm) in Kashmiri style plum chutney mix from Pakistan
1151,alert,08/11/2007,08/01/2008,2007.0812,Slovakia,food,confectionery,"too high content of colour E 129 - Allura Red AC (485.20 mg/kg - ppm)  and of total colours (630.80 mg/kg - ppm) and undeclared colours (E 129 - Allura Red AC and Brilliant Blue FCF (E133)) in sour melon belts from Spain, via the Czech Republic"
1152,alert,08/11/2007,20/11/2007,2007.0815,Czech Republic,food,fish and fish products,too high content of E 452 - polyphosphates (9089 mg/kg - ppm) in deep frozen blue whiting fillets (Micromesistius poutassou) from the Slovak Republic
1153,information,07/11/2007,17/01/2008,2007.CNK,United Kingdom,food,confectionery,"unauthorised use of colour E 127 - erythrosine (31 mg/kg - ppm) in jelly beans manufactured in Mexico, via the United States"
1154,alert,06/11/2007,19/05/2011,2007.0796,Slovakia,food,meat and meat products (other than poultry),unauthorised colour E 128 - Red 2G (6.30 mg/kg - ppm) in sliced heat treated salami from the Czech Republic
1155,information,06/11/2007,30/11/2007,2007.CNJ,Greece,food,fruits and vegetables,too high content of E 210 - benzoic acid (78 mg/l) in fruit preparation (murabba amala) from Pakistan
1156,information,30/10/2007,09/11/2007,2007.CLX,Estonia,food,cereals and bakery products,too high content of propylene glycol (6.8 g/kg) in Swiss rolls from Ukraine
1157,alert,29/10/2007,19/05/2011,2007.0784,Slovakia,food,meat and meat products (other than poultry),unauthorised colour E 128 - Red 2G (1.40 mg/kg - ppm) in salami from the Czech Republic
1158,information,29/10/2007,13/11/2007,2007.CLU,Italy,food,crustaceans and products thereof,undeclared sulphite (36 mg/kg - ppm) in frozen IQF shrimp tails (Metapenaeus affinis) from India
1159,alert,26/10/2007,21/04/2009,2007.0781,France,food,herbs and spices,too high content of colour E 102 - tartrazine (5300 mg/kg - ppm) and of colour E 124 - Ponceau 4R / cochineal red A (1800 mg/kg - ppm) in tandoori masala from the United Kingdom
1160,alert,26/10/2007,28/11/2007,2007.0780,France,food,herbs and spices,too high content of colour E 102 - tartrazine (5600 mg/kg - ppm) and of colour E 124 - Ponceau 4R / cochineal red A (2000 mg/kg - ppm) in tandoori masala spices from the United Kingdom
1161,information,25/10/2007,31/03/2011,2007.CLK,Lithuania,food,"dietetic foods, food supplements, fortified foods",too high content of sweetener E 951 - aspartame (4.84 g/kg) in food supplement from the United States
1162,information,24/10/2007,07/01/2015,2007.CLE,Spain,food,crustaceans and products thereof,too high content of sulphite (between 181.4 and 229.3 mg/kg - ppm) in frozen shrimps (Penaeus vannamei) from Nicaragua
1163,information,24/10/2007,06/11/2007,2007.CKX,France,food,herbs and spices,unauthorised use of colour E 160b - annato/bixin/norbixin (2.2 g/kg) in spices from Vietnam
1164,information,24/10/2007,24/10/2007,2007.CKY,France,food,herbs and spices,too high content of colour E 124 - Ponceau 4R / cochineal red A (2700 mg/kg - ppm) in tandoori spices from unknown origin
1165,information,22/10/2007,30/11/2007,2007.CKM,Poland,food,fish and fish products,too high content of E 452 - polyphosphates (0.62 %) in frozen Alaska pollock (Theragra chalocogramma) fillets from China
1166,information,18/10/2007,07/01/2015,2007.CJZ,Italy,food,fruits and vegetables,too high content of sulphite (569 mg/kg - ppm) in pickled bamboo shoots from Thailand
1167,information,12/10/2007,07/01/2015,2007.CJB,Finland,food,fruits and vegetables,too high content of sulphite (275 mg/kg - ppm) in peppers in vinegar from Colombia
1168,alert,12/10/2007,04/04/2008,2007.0736,Germany,food,"dietetic foods, food supplements, fortified foods","too high content of coumarin (2979 mg/kg - ppm) in cinnamon tablets from Germany, raw material from Indonesia"
1169,information,05/10/2007,07/01/2015,2007.CHN,Greece,food,fruits and vegetables,too high content of sulphite (3605; 3860; 3450 mg/kg - ppm) in dried apricots from Turkey
1170,information,05/10/2007,18/12/2007,2007.CHO,Greece,food,fruits and vegetables,undeclared sulphite (813 mg/kg - ppm) in dried sultanas from Turkey
1171,information,05/10/2007,14/11/2007,2007.CHI,Poland,food,fish and fish products,too high content of E 452 - polyphosphates (8 g/kg) in frozen pollock fillets from China
1172,information,01/10/2007,19/10/2007,2007.CGL,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (161 mg/l) in orange soft drink from Saudi Arabia
1173,information,27/09/2007,13/11/2007,2007.CFR,Italy,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (305 mg/l) in soft drink from Ecuador
1174,information,26/09/2007,24/10/2007,2007.CFQ,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (193 mg/l) in orange flavour drink from Nigeria
1175,information,26/09/2007,24/10/2007,2007.CFP,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (194 mg/l) in orange flavour drink from Nigeria
1176,alert,24/09/2007,17/10/2007,2007.0673,Slovakia,food,non-alcoholic beverages,"too high content of sweetener E 952 - cyclamate (374 mg/kg - ppm) in raspberry flavour instant drink from Bulgaria, via the Czech Republic"
1177,alert,24/09/2007,17/10/2007,2007.0671,Slovakia,food,non-alcoholic beverages,"too high content of sweetener E 952 - cyclamate (358 mg/kg - ppm) in cherry flavour instant drink from Bulgaria, via the Czech Republic"
1178,alert,18/09/2007,07/01/2015,2007.0650,Italy,food,crustaceans and products thereof,"too high content of sulphite (239 mg/kg - ppm) in vacuum packed cooked prawns (Penaeus vannamei) from Spain, with raw material from Brazil"
1179,alert,18/09/2007,19/10/2007,2007.0649,Slovakia,food,fruits and vegetables,"E 210 - benzoic acid (87.20 mg/kg - ppm) unauthorised in dried pitted prunes from Chile, via the Czech Republic"
1180,alert,18/09/2007,16/10/2007,2007.0648,Slovakia,food,fruits and vegetables,E 210 - benzoic acid (47.04 µg/kg - ppb) unauthorised in pickled chopped mushrooms from Poland
1181,alert,14/09/2007,07/01/2015,2007.0640,Estonia,food,fruits and vegetables,too high content of sulphite (240 mg/kg - ppm) in marinated meadow mushroom from Poland
1182,alert,10/09/2007,07/01/2015,2007.0629,Italy,food,fruits and vegetables,"too high content of sulphite (394.2 mg/kg - ppm) and undeclared sulphite in dried coconut halves from India, via the United Kingdom"
1183,information,07/09/2007,11/03/2008,2007.CCV,Italy,food,confectionery,"too high content of coumarin (25 mg/kg - ppm) in milk chocolate with cinnamon manufactured in Italy, raw material from Sri Lanka via Hong Kong"
1184,information,07/09/2007,17/09/2007,2007.CDA,Lithuania,food,"dietetic foods, food supplements, fortified foods",unauthorised use of colour E 127 - erythrosine (0.65 mg) in vitamins supplement from the United States
1185,information,06/09/2007,07/01/2015,2007.CCQ,Italy,food,crustaceans and products thereof,too high content of sulphite (115 mg/kg - ppm) in vacuum packed cooked prawns from Spain
1186,alert,06/09/2007,09/10/2007,2007.0620,Denmark,food,confectionery,"too high content of colour E 110 - Sunset Yellow FCF (120 mg/kg - ppm) in Easter season lolly pops from China, via the United Kingdom"
1187,alert,05/09/2007,11/10/2007,2007.0611,Slovakia,food,fruits and vegetables,"E 210 - benzoic acid (37,0 mg/kg - ppm) unauthorised in dried pitted prunes from Chile, via the Czech Republic"
1188,information,03/09/2007,18/06/2010,2007.CBW,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (190 mg/l) in orange flavour drink from Nigeria
1189,information,29/08/2007,10/04/2014,2007.CBC,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (168 mg/l) and sweetener E 954 - saccharin (89 mg/l) unauthorised in sparkling muscatella drink from Ghana
1190,information,29/08/2007,23/10/2007,2007.CBD,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (189 mg/l) in orange flavour soft drink from Ghana
1191,information,28/08/2007,07/01/2015,2007.CAW,Italy,food,crustaceans and products thereof,too high content of sulphite and undeclared sulphite (81 mg/kg - ppm) in frozen precooked shrimp tails from India
1192,information,28/08/2007,05/09/2007,2007.CAR,Lithuania,food,"dietetic foods, food supplements, fortified foods",too high content of E 210 - benzoic acid (1390 mg/kg - ppm) and of E 200 - sorbic acid (1230 mg/kg - ppm) in food supplement from the United States
1193,alert,27/08/2007,17/09/2007,2007.0585,Germany,food,confectionery,"unauthorised use of colour E 127 - erythrosine in confectionery from China, via Poland"
1194,information,22/08/2007,07/09/2007,2007.BZK,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (187 mg/l) in soft drink from Ghana
1195,information,17/08/2007,18/06/2010,2007.BYP,Greece,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (190 mg/l) in carbonated flavoured drink from Singapore
1196,information,17/08/2007,21/08/2007,2007.BYQ,Greece,food,non-alcoholic beverages,"too high content of sweetener E 952 - cyclamate (342; 344 mg/l) in cola flavour carbonated drink from Greece and raw material from the United States, via the United Kingdom"
1197,alert,16/08/2007,29/08/2007,2007.0556,Denmark,food,crustaceans and products thereof,unauthorised use of colour E 129 - Allura Red AC (11 mg/kg - ppm) in frozen cooked peeled cocktail shrimps from China
1198,information,14/08/2007,18/06/2010,2007.BYB,Lithuania,food,"dietetic foods, food supplements, fortified foods",too high content of the sum of E 210 - benzoic acid and of E 200 - sorbic acid (Sa + Ba = 2460 mg/kg - ppm) in food supplement from the United States
